"font-d-16,""rank-sup_rankSup__TNqsa"",""race-progressive-ranking_linkUnderline__9ReuG"",""race-progressive-ranking_linkUnderline__9ReuG href"",""font-d-16 2"",""font-d-12"",""font-d-16 3"",""font-d-12 2"",""font-d-16 4"",""font-d-16 5"",""font-d-16 6"",""font-d-16 7"""
"287,""to"",""Daniel VARGAS ALONSO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/393"",""393"",""ES"",""40-44M"",""Voy yooo trail team"",""61"",""261"",""11:58:58"",""04:48:29"""
"288,""to"",""Alberto REYES RAMIREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/603"",""603"",""ES"",""45-49M"",""Los locos de running"",""53"",""262"",""11:59:04"",""04:48:35"""
"289,""to"",""Andrea PEZZANGORA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/428"",""428"",""IT"",""50-54M"","""",""26"",""263"",""11:59:30"",""04:49:01"""
"290,""to"",""Marc-André CHENARD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1386"",""1386"",""FR"",""40-44M"",""Challenge"",""62"",""264"",""11:59:46"",""04:49:17"""
"291,""to"",""Cristina PRATS VIDAL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/119"",""119"",""ES"",""40-44F"",""MALLORCA A DALT DE TOT"",""7"",""27"",""11:59:54"",""04:49:25"""
"292,""to"",""Jesus David VELASQUEZ DUQUE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/398"",""398"",""CO"",""20-34M"",""Monval- Running Project Canarias"",""59"",""265"",""12:00:25"",""04:49:56"""
"293,""to"",""Kevin CANO OLABE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1069"",""1069"",""ES"",""20-34M"","""",""60"",""266"",""12:00:42"",""04:50:13"""
"294,""to"",""JOSE ANTONIO RUIZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1186"",""1186"",""ES"",""55-59M"",""CAI CADR TRAIL"",""9"",""267"",""12:01:39"",""04:51:10"""
"295,""to"",""JOSE MIGUEL LUIS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1223"",""1223"",""ES"",""45-49M"",""CLATOR 3.7"",""54"",""268"",""12:01:48"",""04:51:19"""
"296,""to"",""Jose Carlos GUILLAMA PADILLA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/618"",""618"",""ES"",""40-44M"",""Guayota Trail"",""63"",""269"",""12:02:06"",""04:51:37"""
"297,""to"",""Romain GERARD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/235"",""235"",""FR"",""20-34M"","""",""61"",""270"",""12:02:48"",""04:52:19"""
"298,""to"",""Samuele PERONI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/299"",""299"",""IT"",""50-54M"","""",""27"",""271"",""12:02:59"",""04:52:30"""
"299,""to"",""Xavier FABRE HEREDIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/467"",""467"",""ES"",""40-44M"","""",""64"",""272"",""12:03:01"",""04:52:32"""
"300,""to"",""Marc CRUSET SEGURA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/504"",""504"",""ES"",""35-39M"","""",""58"",""273"",""12:04:05"",""04:53:36"""
"301,""to"",""Nira Rosa CASTRO LOPEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/173"",""173"",""ES"",""35-39F"",""HILERA"",""7"",""28"",""12:05:11"",""04:54:42"""
"302,""to"",""Carlos Eulogio PAZ LORENZO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/676"",""676"",""ES"",""55-59M"",""ARIDANE TRAIL"",""10"",""274"",""12:05:36"",""04:55:07"""
"303,""to"",""LUCIANO JAVIER GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1264"",""1264"",""ES"",""45-49M"",""ATRAC MULTIAVENTURAS"",""55"",""275"",""12:06:49"",""04:56:20"""
"304,""to"",""Juan Francisco MEDINA ORTEGA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/558"",""558"",""ES"",""35-39M"",""CLUB NEBLINA VALLESECO TRAIL"",""59"",""276"",""12:08:03"",""04:57:34"""
"305,""to"",""Ruddy TROBRILLANT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/306"",""306"",""FR"",""20-34M"",""POWERUP"",""62"",""277"",""12:08:06"",""04:57:37"""
"306,""to"",""Eric BLACKWELL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/375"",""375"",""US"",""50-54M"","""",""28"",""278"",""12:08:15"",""04:57:46"""
"307,""to"",""Raul CANTO VALOR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/365"",""365"",""ES"",""45-49M"",""Club atletismo Alcoy"",""56"",""279"",""12:08:22"",""04:57:53"""
"308,""to"",""FRANCISCO PEDRO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/417"",""417"",""ES"",""45-49M"",""G.E.G"",""57"",""280"",""12:08:27"",""04:57:58"""
"309,""to"",""Adrià MESTRE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1152"",""1152"",""ES"",""20-34M"","""",""63"",""281"",""12:08:50"",""04:58:21"""
"310,""to"",""TEODORO JAVALOYES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1342"",""1342"",""ES"",""50-54M"",""Trail Bogarra"",""29"",""282"",""12:09:35"",""04:59:06"""
"311,""to"",""Jorge SANCHEZ CASTRO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/545"",""545"",""ES"",""35-39M"",""Filirun"",""60"",""283"",""12:09:37"",""04:59:08"""
"312,""to"",""Giancarlo CALCAGNO BRUNETTO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/248"",""248"",""CL"",""40-44M"",""Mustangos"",""65"",""284"",""12:09:43"",""04:59:14"""
"313,""to"",""MARKUS VILLIGER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/601"",""601"",""CH"",""50-54M"","""",""30"",""285"",""12:09:56"",""04:59:27"""
"314,""to"",""SILVIA FERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1376"",""1376"",""ES"",""45-49F"",""INDEPENDIENTE"",""4"",""29"",""12:10:00"",""04:59:31"""
"315,""to"",""Joaquin FLORENZA VILLAGRASA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/455"",""455"",""ES"",""40-44M"",""Club atletismo Fraga-Bajo Cinca"",""66"",""286"",""12:10:34"",""05:00:05"""
"316,""to"",""Yorgos DEDES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/431"",""431"",""GR"",""45-49M"",""TGCBINN"",""58"",""287"",""12:11:07"",""05:00:38"""
"317,""to"",""Francisco Javier MENDEZ CEJAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/500"",""500"",""ES"",""50-54M"",""MAGEC TRAIL"",""31"",""288"",""12:11:09"",""05:00:40"""
"318,""to"",""ALEXIS RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/479"",""479"",""ES"",""35-39M"",""Corredores chimiche"",""61"",""289"",""12:11:14"",""05:00:45"""
"319,""to"",""Cesar OLAIZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1002"",""1002"",""ES"",""40-44M"",""Kmdefelicidad"",""67"",""290"",""12:11:21"",""05:00:52"""
"320,""to"",""Emanuelle ALM"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/50"",""50"",""SE"",""20-34F"",""Trail-maniacs"",""12"",""30"",""12:11:54"",""05:01:25"""
"321,""to"",""Iván CRUZ ALVAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/380"",""380"",""ES"",""40-44M"",""IGUESTE TRAIL"",""68"",""291"",""12:12:10"",""05:01:41"""
"322,""to"",""MARIAN BERTOLO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/566"",""566"",""ES"",""50-54F"","""",""1"",""31"",""12:12:42"",""05:02:13"""
"323,""to"",""PEP MIGUEL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1237"",""1237"",""ES"",""50-54M"","""",""32"",""292"",""12:12:43"",""05:02:14"""
"324,""to"",""Ignacio RICHART DE FRANCISCO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/594"",""594"",""ES"",""45-49M"","""",""59"",""293"",""12:13:07"",""05:02:38"""
"325,""to"",""Miquel CERDA CIFRE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/551"",""551"",""ES"",""45-49M"",""Mon Aventura"",""60"",""294"",""12:13:42"",""05:03:13"""
"326,""to"",""Antonio Miguel ESPINEL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1204"",""1204"",""ES"",""20-34M"",""C.D. B-SPORTY"",""64"",""295"",""12:14:37"",""05:04:08"""
"327,""to"",""Jose BARRACHINA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/395"",""395"",""ES"",""50-54M"",""RSD Hipica Coruña"",""33"",""296"",""12:14:48"",""05:04:19"""
"328,""to"",""Marcelo LOPES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/486"",""486"",""BR"",""40-44M"","""",""69"",""297"",""12:15:14"",""05:04:45"""
"329,""to"",""James POOLE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/343"",""343"",""GB"",""45-49M"",""The North Face Explorer Team"",""61"",""298"",""12:15:52"",""05:05:23"""
"330,""to"",""Domingo ACOSTA BRITO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/556"",""556"",""ES"",""45-49M"","""",""62"",""299"",""12:16:13"",""05:05:44"""
"331,""to"",""Karrie GREGSON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/262"",""262"",""CA"",""50-54F"",""Trailmotion"",""2"",""32"",""12:16:35"",""05:06:06"""
"332,""to"",""TANAUSU QUESADA MEDINA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/907"",""907"",""ES"",""45-49M"","""",""63"",""300"",""12:18:00"",""05:07:31"""
"333,""to"",""Lucas PERALTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/241"",""241"",""AR"",""40-44M"","""",""70"",""301"",""12:19:25"",""05:08:56"""
"334,""to"",""Ferran BATLLORI LLAURADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/651"",""651"",""ES"",""45-49M"",""MONT ESCAPE"",""64"",""302"",""12:20:36"",""05:10:07"""
"335,""to"",""Anton XATRUCH PUERTAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/533"",""533"",""ES"",""40-44M"","""",""71"",""303"",""12:20:51"",""05:10:22"""
"335,""to"",""Joni PRAT PONS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/838"",""838"",""ES"",""40-44M"",""PEÑARRUBIA"",""71"",""303"",""12:20:51"",""05:10:22"""
"337,""to"",""DOMINGO JOSE MORAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1355"",""1355"",""ES"",""45-49M"",""CD NORTRAIL"",""65"",""305"",""12:20:52"",""05:10:23"""
"338,""to"",""Geraghty STEPHEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/366"",""366"",""IE"",""40-44M"","""",""73"",""306"",""12:20:56"",""05:10:27"""
"339,""to"",""George HUGHES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/468"",""468"",""GB"",""35-39M"","""",""62"",""307"",""12:21:03"",""05:10:34"""
"340,""to"",""Antoni ROTGER MAYOL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/891"",""891"",""ES"",""40-44M"","""",""74"",""308"",""12:21:34"",""05:11:05"""
"341,""to"",""Baudilio RODRIGUEZ HERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/413"",""413"",""ES"",""50-54M"",""El JABLE"",""34"",""309"",""12:21:45"",""05:11:16"""
"342,""to"",""Juan Olegario DELGADO PENA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/371"",""371"",""ES"",""45-49M"",""GUADAMOJETE TRAIL"",""66"",""310"",""12:22:30"",""05:12:01"""
"343,""to"",""Robert ENE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/563"",""563"",""GB"",""45-49M"","""",""67"",""311"",""12:22:42"",""05:12:13"""
"344,""to"",""Alvaro RODRIGUEZ JALDON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/394"",""394"",""ES"",""40-44M"",""C.D. Bicha Trail&Mountain"",""75"",""312"",""12:22:44"",""05:12:15"""
"345,""to"",""Santiago GOMEZ BARBA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/655"",""655"",""ES"",""40-44M"",""Pontepicostrail"",""76"",""313"",""12:22:45"",""05:12:16"""
"346,""to"",""JUAN ROMAN ACOSTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1301"",""1301"",""ES"",""55-59M"",""TEAM ACOSTA"",""11"",""314"",""12:23:42"",""05:13:13"""
"347,""to"",""Nuria PEREZ GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/141"",""141"",""ES"",""40-44F"",""La Braña-Solorunners"",""8"",""33"",""12:23:43"",""05:13:14"""
"348,""to"",""JONATAN ACOSTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1291"",""1291"",""ES"",""40-44M"",""Acosta team"",""77"",""315"",""12:23:51"",""05:13:22"""
"349,""to"",""VICTOR HERRERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/567"",""567"",""ES"",""40-44M"",""Trotadors d'Algaida"",""78"",""316"",""12:23:54"",""05:13:25"""
"350,""to"",""Rafael LAVIN BARQUIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/480"",""480"",""ES"",""45-49M"",""C.D. OZONO"",""68"",""317"",""12:23:56"",""05:13:27"""
"351,""to"",""Manuel GARCIA UFARTE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/335"",""335"",""ES"",""40-44M"",""CLUB COMUNIDAD VIDA SANA"",""79"",""318"",""12:24:00"",""05:13:31"""
"352,""to"",""Maria RUIZ PALASI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1388"",""1388"",""ES"",""40-44F"",""Old Peak"",""9"",""34"",""12:24:30"",""05:14:01"""
"353,""to"",""Roger IZQUIERDO JUANDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/319"",""319"",""ES"",""40-44M"","""",""80"",""319"",""12:25:02"",""05:14:33"""
"354,""to"",""Santiago SANTAMARIA BARRIGON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/376"",""376"",""ES"",""50-54M"",""C.D EIBAR"",""35"",""320"",""12:25:15"",""05:14:46"""
"355,""to"",""Francisco Javier SANCHEZ CRUZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1118"",""1118"",""ES"",""45-49M"","""",""69"",""321"",""12:25:24"",""05:14:55"""
"356,""to"",""Raúl GOMEZ GALVEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/207"",""207"",""ES"",""40-44M"",""BEFREETRAINING"",""81"",""322"",""12:25:49"",""05:15:20"""
"357,""to"",""AIRAM PADRON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1160"",""1160"",""ES"",""35-39M"",""INDEPENDIENTE"",""63"",""323"",""12:26:23"",""05:15:54"""
"358,""to"",""Gerard VILELLA LOPEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1133"",""1133"",""ES"",""35-39M"",""Sport2live"",""64"",""324"",""12:26:56"",""05:16:27"""
"359,""to"",""RAYCO CACERES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1280"",""1280"",""ES"",""35-39M"",""CD TRAJOCADE MB CANARIAS"",""65"",""325"",""12:27:06"",""05:16:37"""
"360,""to"",""Matthew LYNAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/409"",""409"",""GB"",""55-59M"",""Macclesfield Harriers"",""12"",""326"",""12:27:43"",""05:17:14"""
"361,""to"",""Tomi PEKKARINEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/523"",""523"",""FI"",""45-49M"","""",""70"",""327"",""12:27:58"",""05:17:29"""
"362,""to"",""Jeet VARIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/886"",""886"",""GB"",""40-44M"","""",""82"",""328"",""12:28:03"",""05:17:34"""
"363,""to"",""JUAN VALERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/231"",""231"",""ES"",""20-34M"",""T-TRAIL T-CENTER"",""65"",""329"",""12:28:07"",""05:17:38"""
"364,""to"",""AMALIA SANCHEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/334"",""334"",""ES"",""45-49F"",""Riverol Running Princess"",""5"",""35"",""12:29:20"",""05:18:51"""
"365,""to"",""Alexander AUGUSTO GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/295"",""295"",""ES"",""40-44M"",""Basajaun Mendi Kluba"",""83"",""330"",""12:29:32"",""05:19:03"""
"366,""to"",""Ciprian AMZA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/450"",""450"",""RO"",""40-44M"","""",""84"",""331"",""12:29:56"",""05:19:27"""
"367,""to"",""Vicente PASTOR CONTADOR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/626"",""626"",""ES"",""50-54M"","""",""36"",""332"",""12:30:08"",""05:19:39"""
"368,""to"",""Florim AJDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/696"",""696"",""CH"",""40-44M"",""Trailers Park Boys"",""85"",""333"",""12:30:17"",""05:19:48"""
"369,""to"",""Iván CASTANEDA ALVAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/493"",""493"",""ES"",""35-39M"",""INDEPENDIENTE"",""66"",""334"",""12:30:30"",""05:20:01"""
"370,""to"",""Maybel ANTEZANA FERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/30"",""30"",""PE"",""50-54F"",""Aire Puro"",""3"",""36"",""12:30:33"",""05:20:04"""
"371,""to"",""Acoran PONCE JORGE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/866"",""866"",""ES"",""20-34M"","""",""66"",""335"",""12:30:36"",""05:20:07"""
"372,""to"",""Carlos DE LA CRUZ FIGUEROA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/628"",""628"",""ES"",""50-54M"",""Mur I Castell-Tuga"",""37"",""336"",""12:31:04"",""05:20:35"""
"373,""to"",""Fabrizio FLORIDIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/474"",""474"",""IT"",""50-54M"",""SCUOLA DI MARATONA DI VITTORIO VENETO"",""38"",""337"",""12:31:44"",""05:21:15"""
"374,""to"",""Rubén BARRETO LANDROBE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/451"",""451"",""ES"",""20-34M"","""",""67"",""338"",""12:31:48"",""05:21:19"""
"375,""to"",""Kandela YANES HERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/107"",""107"",""ES"",""45-49F"",""Atletas 97"",""6"",""37"",""12:32:04"",""05:21:35"""
"376,""to"",""HERMELO CONCEPCION"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1260"",""1260"",""ES"",""55-59M"",""club Trecus Domingo Alonso La Palma"",""13"",""339"",""12:32:12"",""05:21:43"""
"377,""to"",""José Carmelo PEREZ RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/857"",""857"",""ES"",""45-49M"","""",""71"",""340"",""12:32:22"",""05:21:53"""
"378,""to"",""Sylvain MAVIER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/110"",""110"",""FR"",""40-44M"",""Marseille Trail Club"",""86"",""341"",""12:32:45"",""05:22:16"""
"378,""to"",""Guillaume FRUTOSO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/531"",""531"",""FR"",""45-49M"","""",""72"",""341"",""12:32:45"",""05:22:16"""
"380,""to"",""BORO GUILLEM"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1172"",""1172"",""ES"",""45-49M"",""Bayana"",""73"",""343"",""12:32:58"",""05:22:29"""
"381,""to"",""Jose Miguel MORALES ZAFRA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/257"",""257"",""ES"",""45-49M"",""WE RUN"",""74"",""344"",""12:33:02"",""05:22:33"""
"382,""to"",""Victor PEREZ SABINA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/296"",""296"",""ES"",""35-39M"",""Patea San Borondón"",""67"",""345"",""12:33:05"",""05:22:36"""
"383,""to"",""Samuel RAVELO RAMIREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/268"",""268"",""ES"",""35-39M"",""TOP TRAIL CANARIAS"",""68"",""346"",""12:33:19"",""05:22:50"""
"384,""to"",""David MARTINEZ NICOLAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/439"",""439"",""ES"",""40-44M"",""Independiente"",""87"",""347"",""12:33:34"",""05:23:05"""
"385,""to"",""Manuel GONZALEZ GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/470"",""470"",""ES"",""40-44M"","""",""88"",""348"",""12:33:38"",""05:23:09"""
"386,""to"",""Telmo SILVA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/307"",""307"",""PT"",""45-49M"",""A.D.Amarante Trail Running"",""75"",""349"",""12:33:41"",""05:23:12"""
"387,""to"",""MIKEL LASA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1174"",""1174"",""ES"",""40-44M"",""IDIAZABAL-ASEPLAN"",""89"",""350"",""12:35:08"",""05:24:39"""
"388,""to"",""ANGEL MARTIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1312"",""1312"",""ES"",""55-59M"",""CEX Cartagena"",""14"",""351"",""12:35:41"",""05:25:12"""
"389,""to"",""CARLOS GUSTAVO PEREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1205"",""1205"",""ES"",""35-39M"",""SPARTAM TRAIL"",""69"",""352"",""12:36:01"",""05:25:32"""
"390,""to"",""Lluis FRANCH HERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/654"",""654"",""ES"",""50-54M"","""",""39"",""353"",""12:36:29"",""05:26:00"""
"390,""to"",""David SERRA GUILLAMET"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/859"",""859"",""ES"",""50-54M"",""XG Team trail"",""39"",""353"",""12:36:29"",""05:26:00"""
"392,""to"",""Cristian POPA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1052"",""1052"",""RO"",""40-44M"",""green power sport team"",""90"",""355"",""12:36:30"",""05:26:01"""
"393,""to"",""Óscar Luis DORTA PEREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/559"",""559"",""ES"",""35-39M"","""",""70"",""356"",""12:36:31"",""05:26:02"""
"394,""to"",""Miguel Ángel ROBLES DIAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/425"",""425"",""ES"",""45-49M"",""CD ASODENA BIKE"",""76"",""357"",""12:36:55"",""05:26:26"""
"395,""to"",""Jean-Daniel DELAPLAGNE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/461"",""461"",""FR"",""35-39M"","""",""71"",""358"",""12:37:37"",""05:27:08"""
"396,""to"",""HECTOR TOLEDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/730"",""730"",""ES"",""20-34M"","""",""68"",""359"",""12:39:14"",""05:28:45"""
"397,""to"",""Miguel RUIZ ARAGON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/854"",""854"",""ES"",""40-44M"",""GULA SEIS"",""91"",""360"",""12:39:31"",""05:29:02"""
"398,""to"",""Miguel AVELLANEDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/368"",""368"",""ES"",""45-49M"",""Trotadors d’algaida"",""77"",""361"",""12:40:20"",""05:29:51"""
"399,""to"",""Alejandro RAMIREZ DIAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1070"",""1070"",""ES"",""35-39M"",""Arista"",""72"",""362"",""12:40:27"",""05:29:58"""
"400,""to"",""LUIS DANIEL MARTIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1235"",""1235"",""ES"",""40-44M"",""ACOSTA TEAM"",""92"",""363"",""12:40:41"",""05:30:12"""
"401,""to"",""MOISES HERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1262"",""1262"",""ES"",""40-44M"",""Riverol Running"",""93"",""364"",""12:40:42"",""05:30:13"""
"402,""to"",""Anthony GAYDON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/835"",""835"",""FR"",""20-34M"","""",""69"",""365"",""12:40:47"",""05:30:18"""
"403,""to"",""Jorge Ivan MARTIN LORENTE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/602"",""602"",""ES"",""40-44M"",""CERRAPALMA18"",""94"",""366"",""12:41:59"",""05:31:30"""
"404,""to"",""Raúl LONGOBARDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/488"",""488"",""ES"",""20-34M"",""Golondrinos Running Club"",""70"",""367"",""12:42:06"",""05:31:37"""
"405,""to"",""Gabriel DIAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/735"",""735"",""CH"",""50-54M"","""",""41"",""368"",""12:42:17"",""05:31:48"""
"406,""to"",""Jose María PEREZ CALVO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/690"",""690"",""ES"",""40-44M"","""",""95"",""369"",""12:42:22"",""05:31:53"""
"407,""to"",""Miguel DEL CANIZO NADAL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/679"",""679"",""ES"",""55-59M"",""rsea peñalara"",""15"",""370"",""12:42:47"",""05:32:18"""
"408,""to"",""Carlos Manuel HERNANDEZ DIAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/491"",""491"",""ES"",""45-49M"",""Trecus"",""78"",""371"",""12:43:33"",""05:33:04"""
"409,""to"",""Antonio LOPEZ RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/518"",""518"",""ES"",""40-44M"",""CD Solorunners Valladolid"",""96"",""372"",""12:44:25"",""05:33:56"""
"410,""to"",""Juan Gabriel FLORIT GOMILA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/728"",""728"",""ES"",""20-34M"","""",""71"",""373"",""12:45:34"",""05:35:05"""
"411,""to"",""José Francisco GARCIA ROMERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/386"",""386"",""ES"",""45-49M"",""C.D. FUENTE DEL ACEBUCHE"",""79"",""374"",""12:46:01"",""05:35:32"""
"412,""to"",""JULIO ALBERTO MARTIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1303"",""1303"",""ES"",""35-39M"",""COMARCA NORDESTE CN TEJINA"",""73"",""375"",""12:46:15"",""05:35:46"""
"413,""to"",""Gheorghe VIRLAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/739"",""739"",""RO"",""35-39M"",""AranTrailRunners"",""74"",""376"",""12:46:50"",""05:36:21"""
"414,""to"",""Javier ACERO CARRETERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/674"",""674"",""ES"",""40-44M"",""Club Maratón Badajoz"",""97"",""377"",""12:47:06"",""05:36:37"""
"415,""to"",""Santi TRUJILLO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1144"",""1144"",""ES"",""20-34M"","""",""72"",""378"",""12:47:13"",""05:36:44"""
"416,""to"",""Giovanni COMPAGNONI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/914"",""914"",""IT"",""50-54M"",""UNIONE SPORTIVA BORMIESE"",""42"",""379"",""12:47:24"",""05:36:55"""
"417,""to"",""Cyril BOSSAVIE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1101"",""1101"",""FR"",""20-34M"","""",""73"",""380"",""12:47:43"",""05:37:14"""
