"font-d-16,""rank-sup_rankSup__TNqsa"",""race-progressive-ranking_linkUnderline__9ReuG"",""race-progressive-ranking_linkUnderline__9ReuG href"",""font-d-16 2"",""font-d-12"",""font-d-16 3"",""font-d-12 2"",""font-d-16 4"",""font-d-16 5"",""font-d-16 6"",""font-d-16 7"""
"680,""to"",""Ignacio RODRIGUEZ SEBIO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1154"",""1154"",""ES"",""50-54M"",""GANERANTZ MT"",""70"",""610"",""14:13:46"",""07:03:17"""
"681,""to"",""ALBERTO SOSA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1304"",""1304"",""ES"",""45-49M"",""CANTILLO VILLA MASSA"",""131"",""611"",""14:14:11"",""07:03:42"""
"682,""to"",""CATALINA CLARA MORA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1380"",""1380"",""ES"",""50-54F"","""",""10"",""71"",""14:14:13"",""07:03:44"""
"683,""to"",""Armin HUBER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/812"",""812"",""DE"",""35-39M"",""Da Kraxlhuaba"",""107"",""612"",""14:14:22"",""07:03:53"""
"684,""to"",""Santiago LUCENA BUENO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/987"",""987"",""ES"",""50-54M"",""C.D FUENTE DEL ACEBUCHE"",""71"",""613"",""14:14:29"",""07:04:00"""
"685,""to"",""Jose Antonio PASCUAL REY"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/144"",""144"",""ES"",""35-39M"","""",""108"",""614"",""14:14:50"",""07:04:21"""
"685,""to"",""Azucena GAMEZ TRUJILLO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/333"",""333"",""ES"",""20-34F"","""",""21"",""72"",""14:14:50"",""07:04:21"""
"687,""to"",""RENE NICOLODI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/789"",""789"",""CH"",""45-49M"","""",""132"",""615"",""14:14:55"",""07:04:26"""
"688,""to"",""Juan Antonio RAMOS DELGADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/874"",""874"",""ES"",""45-49M"",""GUADAMOJETE TRAIL"",""133"",""616"",""14:14:57"",""07:04:28"""
"689,""to"",""Jaime MORRO ROIG"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/687"",""687"",""ES"",""45-49M"","""",""134"",""617"",""14:15:06"",""07:04:37"""
"690,""to"",""JOSE MANUEL CRUZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1289"",""1289"",""ES"",""50-54M"","""",""72"",""618"",""14:15:12"",""07:04:43"""
"691,""to"",""Mathieu JOER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/951"",""951"",""FR"",""40-44M"","""",""161"",""619"",""14:16:27"",""07:05:58"""
"692,""to"",""Francisco DURAN DIAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/950"",""950"",""ES"",""40-44M"",""Los Legendarios"",""162"",""620"",""14:16:51"",""07:06:22"""
"693,""to"",""MIGUEL ANGEL PEREZ GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1350"",""1350"",""ES"",""45-49M"",""C.D DESNIVEL"",""135"",""621"",""14:17:09"",""07:06:40"""
"694,""to"",""Iván ARGUELLO MEDINA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/988"",""988"",""ES"",""45-49M"",""CD HISPATRAIL"",""136"",""622"",""14:17:13"",""07:06:44"""
"695,""to"",""Fabien CYPIERE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1135"",""1135"",""FR"",""20-34M"","""",""106"",""623"",""14:17:31"",""07:07:02"""
"696,""to"",""Jose Policarpo MORILLO ZAMORA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1073"",""1073"",""ES"",""40-44M"",""Sa Milana-Alaró"",""163"",""624"",""14:17:46"",""07:07:17"""
"697,""to"",""Francisco Ignacio  MADRID LOPEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1207"",""1207"",""ES"",""50-54M"","""",""73"",""625"",""14:18:04"",""07:07:35"""
"698,""to"",""Gemma CADAFALCH MUNOZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/153"",""153"",""ES"",""50-54F"",""Egaramossenaires"",""11"",""73"",""14:18:37"",""07:08:08"""
"699,""to"",""Francisco VALLE BARROSO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/673"",""673"",""ES"",""50-54M"",""Egaramossenaires"",""74"",""626"",""14:18:38"",""07:08:09"""
"700,""to"",""Alexander HEIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/553"",""553"",""DE"",""40-44M"",""Berlin Rummelsburg"",""164"",""627"",""14:19:01"",""07:08:32"""
"701,""to"",""Juan Antonio CARDENAS LLORET"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/848"",""848"",""ES"",""40-44M"","""",""165"",""628"",""14:19:29"",""07:09:00"""
"702,""to"",""Robin JAFFEUX"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/843"",""843"",""FR"",""20-34M"","""",""107"",""629"",""14:19:44"",""07:09:15"""
"703,""to"",""Manuel Miguel PERERA TAVIO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/724"",""724"",""ES"",""60-64M"","""",""6"",""630"",""14:21:26"",""07:10:57"""
"704,""to"",""William WEBB"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/578"",""578"",""GB"",""20-34M"","""",""108"",""631"",""14:22:59"",""07:12:30"""
"705,""to"",""JOSE LUIS BLANCO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1215"",""1215"",""ES"",""50-54M"",""Old peak"",""75"",""632"",""14:23:00"",""07:12:31"""
"706,""to"",""JAVIER DENIZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1332"",""1332"",""ES"",""50-54M"",""Old Peak Team"",""76"",""633"",""14:23:02"",""07:12:33"""
"707,""to"",""Matteo MAZZOLI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/957"",""957"",""IT"",""50-54M"",""Run and Fun Belluno"",""77"",""634"",""14:23:12"",""07:12:43"""
"708,""to"",""Marc VINCENT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/510"",""510"",""FR"",""50-54M"",""Les Princes en Foulées"",""78"",""635"",""14:23:31"",""07:13:02"""
"709,""to"",""Alain TORRES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/783"",""783"",""FR"",""60-64M"","""",""7"",""636"",""14:23:32"",""07:13:03"""
"710,""to"",""Philippe KANMACHER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/790"",""790"",""FR"",""55-59M"",""Les Quinquas trotteurs"",""33"",""637"",""14:23:35"",""07:13:06"""
"711,""to"",""Luis MERCHANTE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1334"",""1334"",""ES"",""45-49M"",""Independiente"",""137"",""638"",""14:23:39"",""07:13:10"""
"712,""to"",""Bartosz CIESLA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1084"",""1084"",""PL"",""20-34M"",""MocnoPrzygodowy.pl"",""109"",""639"",""14:23:50"",""07:13:21"""
"713,""to"",""Francisco Javier ROBAINA SANTANA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/389"",""389"",""ES"",""40-44M"",""ARISTA"",""166"",""640"",""14:24:21"",""07:13:52"""
"714,""to"",""1969 ALONSO JESUS CORREA PLASENCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1112"",""1112"",""ES"",""50-54M"",""Picocabratrail"",""79"",""641"",""14:24:46"",""07:14:17"""
"715,""to"",""Maria Antonia BONET RIGO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/261"",""261"",""ES"",""35-39F"",""Els xoriguers club de muntanya"",""13"",""74"",""14:25:25"",""07:14:56"""
"715,""to"",""Miguel Álvaro ALVAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1003"",""1003"",""ES"",""40-44M"",""IN CORPORE SANO EL HIERRO"",""167"",""642"",""14:25:25"",""07:14:56"""
"717,""to"",""Alberto GONZALEZ ARCOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1116"",""1116"",""ES"",""20-34M"",""CD osteokine"",""110"",""643"",""14:25:26"",""07:14:57"""
"718,""to"",""Hèctor ROBAS BONDIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/465"",""465"",""ES"",""35-39M"","""",""109"",""644"",""14:25:38"",""07:15:09"""
"719,""to"",""Christian GEERKENS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/415"",""415"",""DE"",""35-39M"",""Run Squad CGN"",""110"",""645"",""14:25:57"",""07:15:28"""
"720,""to"",""Rayco MORAN CABRERA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/781"",""781"",""ES"",""35-39M"",""C.D. B-SPORTY"",""111"",""646"",""14:27:01"",""07:16:32"""
"721,""to"",""Mauro SANTOS MORIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/841"",""841"",""ES"",""45-49M"",""MuchaVida team"",""138"",""647"",""14:27:14"",""07:16:45"""
"722,""to"",""ENRIQUE JORGE PASTOR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1176"",""1176"",""ES"",""50-54M"",""CARTONTRAIL"",""80"",""648"",""14:27:18"",""07:16:49"""
"723,""to"",""ANDRES MANUEL CAPOTE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1267"",""1267"",""ES"",""50-54M"",""Independiente"",""81"",""649"",""14:27:55"",""07:17:26"""
"724,""to"",""Ionel DINU"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/796"",""796"",""RO"",""45-49M"","""",""139"",""650"",""14:29:38"",""07:19:09"""
"725,""to"",""Luis Carlos PEREZ BUITRAGO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/933"",""933"",""CO"",""55-59M"","""",""34"",""651"",""14:30:14"",""07:19:45"""
"726,""to"",""Joel ORMENO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/737"",""737"",""FR"",""40-44M"",""Vitamines del boulou"",""168"",""652"",""14:30:44"",""07:20:15"""
"727,""to"",""Igor DRASKOVIC"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/757"",""757"",""HR"",""45-49M"",""Team Vegan"",""140"",""653"",""14:30:55"",""07:20:26"""
"728,""to"",""Pascal ROTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/732"",""732"",""FR"",""55-59M"",""running conseil 77"",""35"",""654"",""14:31:10"",""07:20:41"""
"729,""to"",""TONI PONS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/685"",""685"",""ES"",""50-54M"",""C.E. TRAIL TARRACO"",""82"",""655"",""14:31:36"",""07:21:07"""
"730,""to"",""NOEL GRIMLEY"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/892"",""892"",""GB"",""55-59M"",""Vegan Runners"",""36"",""656"",""14:31:38"",""07:21:09"""
"731,""to"",""Pascal BERTHEAU"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/772"",""772"",""FR"",""50-54M"","""",""83"",""657"",""14:31:57"",""07:21:28"""
"732,""to"",""Luciana ALVES BATISTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/297"",""297"",""BR"",""35-39F"",""PIRINEOS"",""14"",""75"",""14:32:18"",""07:21:49"""
"733,""to"",""Rinaldi IVAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/740"",""740"",""IT"",""40-44M"",""ASD GAN NEMBRO"",""169"",""658"",""14:32:21"",""07:21:52"""
"734,""to"",""Josep NIN VENTOSA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/943"",""943"",""ES"",""50-54M"",""RUNTRAIL PENEDÈS"",""84"",""659"",""14:32:22"",""07:21:53"""
"735,""to"",""JORGE ENRIQUE RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1336"",""1336"",""ES"",""45-49M"",""C.D. Demelja"",""141"",""660"",""14:32:31"",""07:22:02"""
"736,""to"",""Pilar PASCUAL GARCERAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/162"",""162"",""ES"",""40-44F"",""CD Befreetraining"",""12"",""76"",""14:32:35"",""07:22:06"""
"737,""to"",""MATHIS MARUGG"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/750"",""750"",""CH"",""50-54M"","""",""85"",""661"",""14:32:39"",""07:22:10"""
"737,""to"",""Lois RAJCHMAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/909"",""909"",""FR"",""35-39M"","""",""112"",""661"",""14:32:39"",""07:22:10"""
"739,""to"",""Carles CALLAVE FELIPE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/884"",""884"",""ES"",""55-59M"",""uell"",""37"",""663"",""14:33:14"",""07:22:45"""
"740,""to"",""Jesus Manuel DE LEON ROCHA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1077"",""1077"",""ES"",""50-54M"",""CD TRAJOCADE MBCANARIAS"",""86"",""664"",""14:33:15"",""07:22:46"""
"741,""to"",""Dominique BECARD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/302"",""302"",""FR"",""60-64F"",""DAC REIMS"",""1"",""77"",""14:33:18"",""07:22:49"""
"742,""to"",""JOSE ALFREDO BLANCO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1218"",""1218"",""ES"",""45-49M"","""",""142"",""665"",""14:33:41"",""07:23:12"""
"743,""to"",""AMALIO PRADOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/937"",""937"",""ES"",""45-49M"",""Villalobosteam"",""143"",""666"",""14:33:49"",""07:23:20"""
"744,""to"",""David RODRIGUEZ GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/609"",""609"",""ES"",""40-44M"",""C.D.TORBOLIN"",""170"",""667"",""14:34:11"",""07:23:42"""
"744,""to"",""Jesús Manuel QUIROS ALVAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/947"",""947"",""ES"",""45-49M"","""",""144"",""667"",""14:34:11"",""07:23:42"""
"746,""to"",""Sascha DIETER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/972"",""972"",""DE"",""45-49M"","""",""145"",""669"",""14:34:25"",""07:23:56"""
"747,""to"",""Guillermo Nelso DAVILA CABRERA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/870"",""870"",""ES"",""50-54M"",""Arista"",""87"",""670"",""14:34:31"",""07:24:02"""
"748,""to"",""Paul FRENCH"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1103"",""1103"",""GB"",""45-49M"","""",""146"",""671"",""14:35:27"",""07:24:58"""
"749,""to"",""Nataniel RODRIGUEZ FALCON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/725"",""725"",""ES"",""40-44M"","""",""171"",""672"",""14:36:14"",""07:25:45"""
"750,""to"",""Paula MONTWILL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/457"",""457"",""IE"",""50-54F"","""",""12"",""78"",""14:37:01"",""07:26:32"""
"751,""to"",""Krista KEIRSTEAD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/176"",""176"",""CA"",""50-54F"","""",""13"",""79"",""14:38:21"",""07:27:52"""
"752,""to"",""Steve SZUSTAK"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/672"",""672"",""BE"",""45-49M"","""",""147"",""673"",""14:38:36"",""07:28:07"""
"753,""to"",""Abraham BURGOS GALLARDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/593"",""593"",""ES"",""35-39M"",""BeFree Training"",""113"",""674"",""14:39:07"",""07:28:38"""
"754,""to"",""Krzysztof KOZIOL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/253"",""253"",""PL"",""40-44F"",""MLB Support Team"",""13"",""80"",""14:39:35"",""07:29:06"""
"755,""to"",""FABRICE BOULANGER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/927"",""927"",""FR"",""55-59M"",""CM EL JABLE"",""38"",""675"",""14:40:30"",""07:30:01"""
"756,""to"",""Gregory TORRENTS DI MATTEO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1037"",""1037"",""ES"",""35-39M"","""",""114"",""676"",""14:40:52"",""07:30:23"""
"757,""to"",""Jose Antonio GONZALEZ NUNEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/705"",""705"",""ES"",""40-44M"","""",""172"",""677"",""14:40:55"",""07:30:26"""
"758,""to"",""Morgan PALANCADE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/876"",""876"",""FR"",""35-39M"",""Les 4 Mousquetaires"",""115"",""678"",""14:41:04"",""07:30:35"""
"759,""to"",""Roberto CARDENAS CARDENAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/697"",""697"",""ES"",""40-44M"","""",""173"",""679"",""14:41:07"",""07:30:38"""
"760,""to"",""Francisco BERMUDEZ REGUERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/787"",""787"",""ES"",""50-54M"","""",""88"",""680"",""14:41:18"",""07:30:49"""
"761,""to"",""Nicolas COUPRY"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/836"",""836"",""FR"",""45-49M"","""",""148"",""681"",""14:41:21"",""07:30:52"""
"762,""to"",""THIES DANIELS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/830"",""830"",""DE"",""60-64M"",""DUV"",""8"",""682"",""14:41:49"",""07:31:20"""
"763,""to"",""CARLOS GALVACHE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/700"",""700"",""ES"",""45-49M"","""",""149"",""683"",""14:41:55"",""07:31:26"""
"764,""to"",""Dermot MAGUIRE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/711"",""711"",""IE"",""50-54M"",""Tinahely tri club"",""89"",""684"",""14:42:06"",""07:31:37"""
"765,""to"",""Francisco Juan MATEOS JORGE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/811"",""811"",""ES"",""20-34M"",""Nortrail"",""111"",""685"",""14:42:50"",""07:32:21"""
"766,""to"",""César BETANCOURT LOZANO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1113"",""1113"",""ES"",""35-39M"",""Agaeterun"",""116"",""686"",""14:42:52"",""07:32:23"""
"767,""to"",""TELL WOLLERT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/433"",""433"",""DE"",""40-44M"",""laufend aktiv"",""174"",""687"",""14:44:12"",""07:33:43"""
"768,""to"",""JESUS EULOGIO MESA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1249"",""1249"",""ES"",""45-49M"","""",""150"",""688"",""14:44:26"",""07:33:57"""
"769,""to"",""Jade GARCIA ARREBOLA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1142"",""1142"",""ES"",""35-39F"","""",""15"",""81"",""14:44:32"",""07:34:03"""
"770,""to"",""Francisco JUNCO EZQUERRA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/923"",""923"",""ES"",""60-64M"",""CD LOS CORREGUELAS"",""9"",""689"",""14:44:58"",""07:34:29"""
"771,""to"",""Isabel LEIVA ARANDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/369"",""369"",""ES"",""45-49F"",""C. D. ALBERO TEAM"",""19"",""82"",""14:46:27"",""07:35:58"""
"772,""to"",""Antony LONN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/864"",""864"",""FR"",""35-39M"","""",""117"",""690"",""14:46:29"",""07:36:00"""
"773,""to"",""Francisco Jose MORENO GOMEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1027"",""1027"",""ES"",""40-44M"",""Club Ultreya Cartaya"",""175"",""691"",""14:46:37"",""07:36:08"""
"773,""to"",""Ludovic DUCERF"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1054"",""1054"",""FR"",""55-59M"","""",""39"",""691"",""14:46:37"",""07:36:08"""
"775,""to"",""DENIS DE LA CERDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1335"",""1335"",""ES"",""35-39M"","""",""118"",""693"",""14:47:53"",""07:37:24"""
"776,""to"",""Octavian SFECLA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/785"",""785"",""RO"",""50-54M"","""",""90"",""694"",""14:48:14"",""07:37:45"""
"777,""to"",""Estefania MARTI SANTAMARIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/213"",""213"",""ES"",""45-49F"","""",""20"",""83"",""14:48:36"",""07:38:07"""
"777,""to"",""Moises SANCHEZ PEREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1096"",""1096"",""ES"",""35-39M"","""",""119"",""695"",""14:48:36"",""07:38:07"""
"779,""to"",""Samuel DIAZ PALACIOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/743"",""743"",""ES"",""45-49M"",""TEAM-ONE DIABETES CHALLENGE"",""151"",""696"",""14:48:37"",""07:38:08"""
"779,""to"",""José Ángel PEREZ AMOR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/910"",""910"",""ES"",""50-54M"",""Kilómetro Vertical"",""91"",""696"",""14:48:37"",""07:38:08"""
"781,""to"",""JORGE MARRERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1268"",""1268"",""ES"",""20-34M"",""Top trail Canarias"",""112"",""698"",""14:48:48"",""07:38:19"""
"782,""to"",""ALBERTO JERONIMO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1189"",""1189"",""ES"",""20-34M"",""Aridane trail"",""113"",""699"",""14:48:49"",""07:38:20"""
"783,""to"",""Rebecca HOARE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/349"",""349"",""GB"",""20-34F"","""",""22"",""84"",""14:49:38"",""07:39:09"""
"784,""to"",""Olivier DEJEAN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/751"",""751"",""FR"",""60-64M"",""US METRO"",""10"",""700"",""14:49:51"",""07:39:22"""
"785,""to"",""Elio CASANAS SALGADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/471"",""471"",""ES"",""40-44M"","""",""176"",""701"",""14:49:54"",""07:39:25"""
"786,""to"",""JUAN LUIS AFONSO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1309"",""1309"",""ES"",""55-59M"",""B-Sporty"",""40"",""702"",""14:49:55"",""07:39:26"""
"787,""to"",""Nicolas GUILLOT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/845"",""845"",""FR"",""40-44M"","""",""177"",""703"",""14:50:39"",""07:40:10"""
"788,""to"",""Jesus Daniel LAVIN BARQUIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/719"",""719"",""ES"",""50-54M"",""C.D. OZONO"",""92"",""704"",""14:50:52"",""07:40:23"""
"789,""to"",""Jose Manuel DUARTE MOTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/964"",""964"",""PT"",""60-64M"","""",""11"",""705"",""14:51:04"",""07:40:35"""
"790,""to"",""Julie MCNAMEE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/103"",""103"",""IE"",""45-49F"","""",""21"",""85"",""14:51:50"",""07:41:21"""
"791,""to"",""RAINER EBERHEIM"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1020"",""1020"",""DE"",""50-54M"",""TGV Schotten"",""93"",""706"",""14:51:51"",""07:41:22"""
"792,""to"",""Airam CASTAÑEDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1328"",""1328"",""ES"",""20-34M"","""",""114"",""707"",""14:51:57"",""07:41:28"""
"793,""to"",""Miguel ANTOLI DOLZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/639"",""639"",""ES"",""55-59M"",""MARATO I MITJA"",""41"",""708"",""14:52:38"",""07:42:09"""
"794,""to"",""Juan Fermín PENATE SUAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/898"",""898"",""ES"",""50-54M"",""ARISTA"",""94"",""709"",""14:52:48"",""07:42:19"""
"795,""to"",""Sebastien KERVAREC"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/852"",""852"",""FR"",""35-39M"","""",""120"",""710"",""14:52:49"",""07:42:20"""
"796,""to"",""Michel POLETTI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/47"",""47"",""FR"",""65-69M"","""",""2"",""711"",""14:52:54"",""07:42:25"""
"797,""to"",""Filipe MACHADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/421"",""421"",""PT"",""35-39M"",""Boavista Trail"",""121"",""712"",""14:53:03"",""07:42:34"""
"798,""to"",""RAFFAELE POLONI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/963"",""963"",""IT"",""45-49M"","""",""152"",""713"",""14:53:52"",""07:43:23"""
"799,""to"",""LUCA BOGNI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/917"",""917"",""IT"",""55-59M"",""G.P. ARCENE"",""42"",""714"",""14:53:53"",""07:43:24"""
"800,""to"",""Juan Angel LOPEZ SARRION"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/834"",""834"",""ES"",""40-44M"",""CLUB TRAIL ALBACETE"",""178"",""715"",""14:53:59"",""07:43:30"""
"801,""to"",""George YOSHIDA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/960"",""960"",""JP"",""40-44M"","""",""179"",""716"",""14:54:19"",""07:43:50"""
"802,""to"",""Adam WAGNER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1134"",""1134"",""CZ"",""20-34M"","""",""115"",""717"",""14:54:35"",""07:44:06"""
"803,""to"",""Nicolas VIEILLEDENT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/753"",""753"",""FR"",""35-39M"",""RUNNING TRAIL PIC ST LOUP"",""122"",""718"",""14:55:10"",""07:44:41"""
"804,""to"",""Allan MONDIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1022"",""1022"",""IT"",""50-54M"","""",""95"",""719"",""14:55:20"",""07:44:51"""
"805,""to"",""Luigi PARDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/902"",""902"",""IT"",""35-39M"",""Atletica Misterbianco"",""123"",""720"",""14:55:22"",""07:44:53"""
"806,""to"",""CARLOS ALEXIS RAMOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1384"",""1384"",""ES"",""20-34M"",""CLUB BAYANA"",""116"",""721"",""14:55:29"",""07:45:00"""
"807,""to"",""Jessica FRANCO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/286"",""286"",""FR"",""40-44F"","""",""14"",""86"",""14:55:59"",""07:45:30"""
"808,""to"",""Nicolas BONNEAU"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/574"",""574"",""FR"",""45-49M"","""",""153"",""722"",""14:56:00"",""07:45:31"""
"809,""to"",""Juan Carlos RODRIGUEZ GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/920"",""920"",""ES"",""45-49M"","""",""154"",""723"",""14:56:05"",""07:45:36"""
"810,""to"",""Charles-Olivier VINCENT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/638"",""638"",""FR"",""35-39M"","""",""124"",""724"",""14:56:48"",""07:46:19"""
"811,""to"",""ANTONIO HERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1216"",""1216"",""ES"",""40-44M"",""CD Desnivel"",""180"",""725"",""14:57:15"",""07:46:46"""
"811,""to"",""VIRGILIO CARREÑO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1333"",""1333"",""ES"",""45-49M"",""C.D DESNIVEL"",""155"",""725"",""14:57:15"",""07:46:46"""
"813,""to"",""Saúl SANTANA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1130"",""1130"",""ES"",""20-34M"",""C.D. BOLETRAI DE TEROR"",""117"",""727"",""14:57:18"",""07:46:49"""
