"tablescraper-selected-row,""tablescraper-selected-row 2"",""tablescraper-selected-row href"",""tablescraper-selected-row src"",""tablescraper-selected-row 3"",""tablescraper-selected-row 4"",""tablescraper-selected-row 5"",""tablescraper-selected-row 6"",""tablescraper-selected-row src 2"""
"498,""RAMOS GUERRA Carlos"",""https://itra.run/RunnerSpace/RAMOS%20GUERRA.Carlos/12031"",""https://itra.run/images/member-pics/default.jpg"",""13:34:07"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"499,""COLLADO RODRIGUEZ Jose Antonio"",""https://itra.run/RunnerSpace/COLLADO%20RODRIGUEZ.Jose%20Antonio/1185377"",""https://itra.run/images/member-pics/default.jpg"",""13:34:15"",""53"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"500,""MARAZ Ziga"",""https://itra.run/RunnerSpace/MARAZ.Ziga/542578"",""https://itra.run/images/member-pics/default.jpg"",""13:35:04"",""35"",""H"",""SLO"",""https://itra.run/images/CountryFlags/si.svg"""
"501,""GOMEZ FUMERO Mario"",""https://itra.run/RunnerSpace/GOMEZ%20FUMERO.Mario/1001983"",""https://itra.run/images/member-pics/default.jpg"",""13:35:07"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"502,""EUGENI Andrea"",""https://itra.run/RunnerSpace/EUGENI.Andrea/262662"",""https://itra.run/images/member-pics/default.jpg"",""13:36:00"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"503,""LOPEZ ESCRIBANO ROMERO Josue"",""https://itra.run/RunnerSpace/LOPEZ%20ESCRIBANO%20ROMERO.Josue/1930523"",""https://itra.run/images/member-pics/default.jpg"",""13:36:23"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"504,""ZUBER Stefan"",""https://itra.run/RunnerSpace/ZUBER.Stefan/168348"",""https://itra.run/images/member-pics/default.jpg"",""13:36:33"",""40"",""H"",""SUI"",""https://itra.run/images/CountryFlags/ch.svg"""
"505,""CABALLERO GAMARRO Manuel"",""https://itra.run/RunnerSpace/CABALLERO%20GAMARRO.Manuel/1768405"",""https://itra.run/images/member-pics/default.jpg"",""13:37:27"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"506,""RUIZ BRAVO Vanesa"",""https://itra.run/RunnerSpace/RUIZ%20BRAVO.Vanesa/149222"",""https://itra.run/images/member-pics/default.jpg"",""13:37:28"",""41"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"507,""BERNABE PENA Cristina"",""https://itra.run/RunnerSpace/BERNABE%20PENA.Cristina/206801"",""https://itra.run/images/member-pics/default.jpg"",""13:38:10"",""36"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"508,""ACOSTA SANCHEZ Roberto"",""https://itra.run/RunnerSpace/ACOSTA%20SANCHEZ.Roberto/587516"",""https://itra.run/images/member-pics/default.jpg"",""13:38:13"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"509,""RIVERO ALBERTO Jose Manuel"",""https://itra.run/RunnerSpace/RIVERO%20ALBERTO.Jose%20Manuel/1469405"",""https://itra.run/images/member-pics/default.jpg"",""13:38:15"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"510,""Thiel Thomas"",""https://itra.run/RunnerSpace/Thiel.Thomas/46844"",""https://itra.run/Files/Photos/pic83857_87d9db41.jpg"",""13:38:51"",""48"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"511,""MEYER Stefan"",""https://itra.run/RunnerSpace/MEYER.Stefan/1537833"",""https://itra.run/Files/Photos/77ff176a89554ce08df81394446bf98d.jpg"",""13:38:54"",""40"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"512,""COMPAGNONI Giovanni"",""https://itra.run/RunnerSpace/COMPAGNONI.Giovanni/309951"",""https://itra.run/images/member-pics/default.jpg"",""13:39:44"",""51"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"513,""PARNHAM Maria"",""https://itra.run/RunnerSpace/PARNHAM.Maria/697654"",""https://itra.run/images/member-pics/default.jpg"",""13:40:07"",""50"",""F"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"514,""NEWEY Richard"",""https://itra.run/RunnerSpace/NEWEY.Richard/1135005"",""https://itra.run/images/member-pics/default.jpg"",""13:40:08"",""54"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"515,""REYES Jordi"",""https://itra.run/RunnerSpace/REYES.Jordi/1588337"",""https://itra.run/images/member-pics/default.jpg"",""13:40:13"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"516,""JONES Robert"",""https://itra.run/RunnerSpace/JONES.Robert/355315"",""https://itra.run/images/member-pics/default.jpg"",""13:40:27"",""37"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"517,""PAZ LORENZO Carlos Eulogio"",""https://itra.run/RunnerSpace/PAZ%20LORENZO.Carlos%20Eulogio/272916"",""https://itra.run/images/member-pics/default.jpg"",""13:40:37"",""52"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"518,""MARTINEZ MARIN Gabriel"",""https://itra.run/RunnerSpace/MARTINEZ%20MARIN.Gabriel/312250"",""https://itra.run/Files/Photos/pic62385_5701ea76.jpg"",""13:41:25"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"519,""JUNCO EZQUERRA Paco"",""https://itra.run/RunnerSpace/JUNCO%20EZQUERRA.Paco/589785"",""https://itra.run/images/member-pics/default.jpg"",""13:42:12"",""57"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"520,""PEREZ MARTIN Alejandro"",""https://itra.run/RunnerSpace/PEREZ%20MARTIN.Alejandro/1891461"",""https://itra.run/images/member-pics/default.jpg"",""13:42:35"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"521,""GONZALEZ Fernando"",""https://itra.run/RunnerSpace/GONZALEZ.Fernando/957675"",""https://itra.run/images/member-pics/default.jpg"",""13:42:36"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"522,""Hayes Matthew"",""https://itra.run/RunnerSpace/Hayes.Matthew/1779549"",""https://itra.run/Files/Photos/pic122937_75d10a12.jpg"",""13:42:37"",""42"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"523,""PASCUAL NAVARRO Pepe"",""https://itra.run/RunnerSpace/PASCUAL%20NAVARRO.Pepe/216180"",""https://itra.run/images/member-pics/default.jpg"",""13:42:38"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"524,""PASTOR PEREZ Enrique Jorge"",""https://itra.run/RunnerSpace/PASTOR%20PEREZ.Enrique%20Jorge/226130"",""https://itra.run/images/member-pics/default.jpg"",""13:43:40"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"525,""Ion Andrei"",""https://itra.run/RunnerSpace/Ion.Andrei/1642723"",""https://itra.run/images/member-pics/default.jpg"",""13:45:03"",""35"",""H"",""ROU"",""https://itra.run/images/CountryFlags/ro.svg"""
"526,""TRIVINO PEREZ Gema"",""https://itra.run/RunnerSpace/TRIVINO%20PEREZ.Gema/1924451"",""https://itra.run/images/member-pics/default.jpg"",""13:45:07"",""37"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"527,""PENALVER MARTINEZ Ignacio"",""https://itra.run/RunnerSpace/PENALVER%20MARTINEZ.Ignacio/1924449"",""https://itra.run/images/member-pics/default.jpg"",""13:45:08"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"528,""RODRIGUEZ FERNANDEZ Ruben"",""https://itra.run/RunnerSpace/RODRIGUEZ%20FERNANDEZ.Ruben/1377127"",""https://itra.run/Files/Photos/pic190781_2488dddc.jpg"",""13:45:12"",""32"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"529,""MARTIN RODRIGUEZ Ramon"",""https://itra.run/RunnerSpace/MARTIN%20RODRIGUEZ.Ramon/1348445"",""https://itra.run/images/member-pics/default.jpg"",""13:45:37"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"530,""Rivas Rivera Alejandro"",""https://itra.run/RunnerSpace/Rivas%20Rivera.Alejandro/1739737"",""https://itra.run/images/member-pics/default.jpg"",""13:45:53"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"531,""SCHOENBERGER Florian"",""https://itra.run/RunnerSpace/SCHOENBERGER.Florian/715068"",""https://itra.run/images/member-pics/default.jpg"",""13:47:04"",""34"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"532,""LOPEZ FERNANDEZ Alejandro"",""https://itra.run/RunnerSpace/LOPEZ%20FERNANDEZ.Alejandro/443974"",""https://itra.run/Files/Photos/pic33309_d8a73a7c.jpg"",""13:48:08"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"533,""PRUNESCU Remus Mihail"",""https://itra.run/RunnerSpace/PRUNESCU.Remus%20Mihail%20/1656647"",""https://itra.run/Files/Photos/pic97017_9eb7c23f.jpg"",""13:48:58"",""35"",""H"",""ROU"",""https://itra.run/images/CountryFlags/ro.svg"""
"534,""BUISSON Julien"",""https://itra.run/RunnerSpace/BUISSON.Julien/1175309"",""https://itra.run/Files/Photos/pic45617_5d971baf.jpg"",""13:49:01"",""40"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"535,""MORCILLO SANCHEZ Cristina"",""https://itra.run/RunnerSpace/MORCILLO%20SANCHEZ.Cristina/995739"",""https://itra.run/images/member-pics/default.jpg"",""13:49:02"",""39"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"536,""PIAT Quentin"",""https://itra.run/RunnerSpace/PIAT.Quentin/388917"",""https://itra.run/images/member-pics/default.jpg"",""13:49:04"",""32"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"537,""MOYA ALCOVER Gabriel"",""https://itra.run/RunnerSpace/MOYA%20ALCOVER.Gabriel/832588"",""https://itra.run/Files/Photos/pic129201_c17856ef.jpg"",""13:49:13"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"538,""CALAFELL ALEMANY Miquel Angel"",""https://itra.run/RunnerSpace/CALAFELL%20ALEMANY.Miquel%20Angel/832589"",""https://itra.run/Files/Photos/pic32921_ee73d92b.jpg"",""13:49:13"",""29"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"539,""MAS MIRO Pau"",""https://itra.run/RunnerSpace/MAS%20MIRO.Pau/1509399"",""https://itra.run/images/member-pics/default.jpg"",""13:49:15"",""51"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"540,""Losa Capo Jose"",""https://itra.run/RunnerSpace/Losa%20Capo.Jose/1509443"",""https://itra.run/images/member-pics/default.jpg"",""13:49:15"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"541,""PERDOMO RODRIGUEZ Isidro"",""https://itra.run/RunnerSpace/PERDOMO%20RODRIGUEZ.Isidro/1002109"",""https://itra.run/images/member-pics/default.jpg"",""13:49:17"",""57"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"542,""GUTIERREZ GALINDO Jose Ignacio"",""https://itra.run/RunnerSpace/GUTIERREZ%20GALINDO.Jose%20Ignacio/2215499"",""https://itra.run/Files/Photos/2d99b24be4cc4809b119d8c3d7812cd5.jpg"",""13:49:51"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"543,""UFIMTSEVA Tatiana"",""https://itra.run/RunnerSpace/UFIMTSEVA.Tatiana/726655"",""https://itra.run/Files/Photos/pic38439_fa954792.jpg"",""13:49:52"",""45"",""F"",""RUS"",""https://itra.run/images/CountryFlags/ru.svg"""
"544,""VOLLAN HOGLUND STINA"",""https://itra.run/RunnerSpace/VOLLAN%20HOGLUND.STINA/665742"",""https://itra.run/images/member-pics/default.jpg"",""13:50:03"",""32"",""F"",""SWE"",""https://itra.run/images/CountryFlags/se.svg"""
"545,""BERMUDEZ GONZALEZ Eduardo"",""https://itra.run/RunnerSpace/BERMUDEZ%20GONZALEZ.Eduardo/2390469"",""https://itra.run/images/member-pics/default.jpg"",""13:50:07"",""29"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"546,""LLORENS MARES Tomas"",""https://itra.run/RunnerSpace/LLORENS%20MARES.Tomas/206591"",""https://itra.run/Files/Photos/pic2183_363090dd.jpg"",""13:50:32"",""32"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"547,""PEREZ CABRERA Dailos Jesus"",""https://itra.run/RunnerSpace/PEREZ%20CABRERA.Dailos%20Jesus/702223"",""https://itra.run/images/member-pics/default.jpg"",""13:51:02"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"548,""CUSINATO Benoit"",""https://itra.run/RunnerSpace/CUSINATO.Benoit/187511"",""https://itra.run/images/member-pics/default.jpg"",""13:51:04"",""40"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"549,""Garrido vaquer Sisco"",""https://itra.run/RunnerSpace/Garrido%20vaquer.Sisco/1185539"",""https://itra.run/images/member-pics/default.jpg"",""13:51:10"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"550,""RODRIGUEZ RUIZ Isaac"",""https://itra.run/RunnerSpace/RODRIGUEZ%20RUIZ.Isaac/452225"",""https://itra.run/images/member-pics/default.jpg"",""13:51:58"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"551,""HERNANDEZ ACOSTA Goyo"",""https://itra.run/RunnerSpace/HERNANDEZ%20ACOSTA.Goyo/634762"",""https://itra.run/images/member-pics/default.jpg"",""13:52:15"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"552,""FACCHIN Nicolas"",""https://itra.run/RunnerSpace/FACCHIN.Nicolas/506345"",""https://itra.run/images/member-pics/default.jpg"",""13:52:26"",""30"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"553,""VILLALBA CUBAS Oliver"",""https://itra.run/RunnerSpace/VILLALBA%20CUBAS.Oliver/587694"",""https://itra.run/Files/Photos/pic57279_b9753684.jpg"",""13:53:46"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"554,""MADSEN Anders"",""https://itra.run/RunnerSpace/MADSEN.Anders/842065"",""https://itra.run/Files/Photos/pic54523_e1b6fd59.jpg"",""13:54:17"",""35"",""H"",""NOR"",""https://itra.run/images/CountryFlags/no.svg"""
"555,""Ridel Jakub"",""https://itra.run/RunnerSpace/Ridel.Jakub/150840"",""https://itra.run/images/member-pics/default.jpg"",""13:54:23"",""44"",""H"",""CZE"",""https://itra.run/images/CountryFlags/cz.svg"""
"556,""GOMEZ REYES Arcadio"",""https://itra.run/RunnerSpace/GOMEZ%20REYES.Arcadio/262988"",""https://itra.run/images/member-pics/default.jpg"",""13:54:30"",""52"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"557,""MONTEIRO Bruno"",""https://itra.run/RunnerSpace/MONTEIRO.Bruno/1055901"",""https://itra.run/images/member-pics/default.jpg"",""13:54:41"",""33"",""H"",""POR"",""https://itra.run/images/CountryFlags/pt.svg"""
"558,""JOGLAR ALCUBILLA Esther"",""https://itra.run/RunnerSpace/JOGLAR%20ALCUBILLA.Esther/995269"",""https://itra.run/images/member-pics/default.jpg"",""13:55:05"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"559,""ZARAGOZA BELTRAN Roberto"",""https://itra.run/RunnerSpace/ZARAGOZA%20BELTRAN.Roberto/216149"",""https://itra.run/images/member-pics/default.jpg"",""13:56:04"",""50"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"560,""FETICK Sebastian"",""https://itra.run/RunnerSpace/FETICK.Sebastian/3059149"",""https://itra.run/images/member-pics/default.jpg"",""13:56:10"",""37"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"561,""Missler Frank"",""https://itra.run/RunnerSpace/Missler.Frank/350144"",""https://itra.run/Files/Photos/b5179bf1d1eb4c8dac0617ba4443873f.jpg"",""13:56:28"",""51"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"562,""CALLEJAS CABALLERO Sandra"",""https://itra.run/RunnerSpace/CALLEJAS%20CABALLERO.Sandra/1149321"",""https://itra.run/images/member-pics/default.jpg"",""13:56:59"",""37"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"563,""LOPEZ SANZ Beatriz"",""https://itra.run/RunnerSpace/LOPEZ%20SANZ.Beatriz/1499329"",""https://itra.run/images/member-pics/default.jpg"",""13:57:04"",""39"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"564,""HERNANDEZ Gema"",""https://itra.run/RunnerSpace/HERNANDEZ.Gema/724925"",""https://itra.run/images/member-pics/default.jpg"",""13:58:18"",""45"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"565,""Alonso Colchon Jesus"",""https://itra.run/RunnerSpace/Alonso%20Colchon.Jesus/209167"",""https://itra.run/images/member-pics/default.jpg"",""13:58:20"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"566,""POLEO JORGE Antonio Jose"",""https://itra.run/RunnerSpace/POLEO%20JORGE.Antonio%20Jose/262466"",""https://itra.run/images/member-pics/default.jpg"",""13:58:25"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"567,""RUDD Lee"",""https://itra.run/RunnerSpace/RUDD.Lee/3059151"",""https://itra.run/images/member-pics/default.jpg"",""13:59:26"",""48"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"568,""ALVAREZ LEAL Alberto Javier"",""https://itra.run/RunnerSpace/ALVAREZ%20LEAL.Alberto%20Javier/1423869"",""https://itra.run/images/member-pics/default.jpg"",""13:59:41"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"569,""TRUJILLO MARRERO Juan Francisco"",""https://itra.run/RunnerSpace/TRUJILLO%20MARRERO.Juan%20Francisco/963027"",""https://itra.run/Files/Photos/d0e779749f1f44feaeffbe8ec7a229db.jpg"",""13:59:51"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"570,""LINARES FERRAN LUIS"",""https://itra.run/RunnerSpace/LINARES%20FERRAN.LUIS/707043"",""https://itra.run/Files/Photos/c480750cae4844e88d2b3097fa13695f.jpg"",""13:59:52"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"571,""ROMERO GOMEZ Juan"",""https://itra.run/RunnerSpace/ROMERO%20GOMEZ.Juan/564682"",""https://itra.run/images/member-pics/default.jpg"",""13:59:54"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"572,""Trullas Jordi"",""https://itra.run/RunnerSpace/Trullas.Jordi/2252319"",""https://itra.run/images/member-pics/default.jpg"",""13:59:56"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"573,""Zaguirre Sanchez Ivan"",""https://itra.run/RunnerSpace/Zaguirre%20Sanchez.Ivan/2252317"",""https://itra.run/images/member-pics/default.jpg"",""14:00:00"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"574,""Garcia Alvarez David"",""https://itra.run/RunnerSpace/Garcia%20Alvarez.David/1001932"",""https://itra.run/images/member-pics/default.jpg"",""14:00:13"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"575,""Brous Patrick"",""https://itra.run/RunnerSpace/Brous.Patrick/4387941"",""https://itra.run/images/member-pics/default.jpg"",""14:00:14"",""30"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"576,""PEREZ ALONSO Xavier"",""https://itra.run/RunnerSpace/PEREZ%20ALONSO.Xavier/752565"",""https://itra.run/images/member-pics/default.jpg"",""14:00:45"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"576,""PEREZ Xavier"",""https://itra.run/RunnerSpace/PEREZ.Xavier/752565"",""https://itra.run/images/member-pics/default.jpg"",""14:00:45"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"577,""MARQUINA NAVARRO Javier"",""https://itra.run/RunnerSpace/MARQUINA%20NAVARRO.Javier/564320"",""https://itra.run/images/member-pics/default.jpg"",""14:01:00"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"578,""BLEDA JIMENEZ Antonio Jose"",""https://itra.run/RunnerSpace/BLEDA%20JIMENEZ.Antonio%20Jose/866064"",""https://itra.run/Files/Photos/pic129119_2ca12e19.jpg"",""14:01:05"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"579,""RICHARDS Marlon"",""https://itra.run/RunnerSpace/RICHARDS.Marlon/2073905"",""https://itra.run/Files/Photos/pic121025_1651fba6.jpg"",""14:01:09"",""39"",""H"",""CRC"",""https://itra.run/images/CountryFlags/cr.svg"""
"580,""MORENO CABRRERA Damian"",""https://itra.run/RunnerSpace/MORENO%20CABRRERA.Damian/3059153"",""https://itra.run/images/member-pics/default.jpg"",""14:01:31"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"581,""CASADO GONZALEZ Sergio"",""https://itra.run/RunnerSpace/CASADO%20GONZALEZ.Sergio/644338"",""https://itra.run/images/member-pics/default.jpg"",""14:01:42"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"582,""CASTRO LOPEZ NIRA ROSA"",""https://itra.run/RunnerSpace/CASTRO%20LOPEZ.NIRA%20ROSA/833810"",""https://itra.run/images/member-pics/default.jpg"",""14:01:44"",""35"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"583,""TORRES TORRES Daniel"",""https://itra.run/RunnerSpace/TORRES%20TORRES.Daniel/1751989"",""https://itra.run/images/member-pics/default.jpg"",""14:02:16"",""30"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"584,""QUARAN Yoann"",""https://itra.run/RunnerSpace/QUARAN.Yoann/757566"",""https://itra.run/images/member-pics/default.jpg"",""14:02:29"",""37"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"585,""GRANDE GOMEZ Marcos"",""https://itra.run/RunnerSpace/GRANDE%20GOMEZ.Marcos/2969857"",""https://itra.run/images/member-pics/default.jpg"",""14:02:36"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"586,""MEDINA LOPEZ Jose"",""https://itra.run/RunnerSpace/MEDINA%20LOPEZ.Jose/696049"",""https://itra.run/Files/Photos/pic60327_bdcfc8e9.png"",""14:02:45"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"587,""FLORES RODRIGUEZ Saul"",""https://itra.run/RunnerSpace/FLORES%20RODRIGUEZ.Saul/2044879"",""https://itra.run/images/member-pics/default.jpg"",""14:02:45"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"588,""GUTIERREZ HERNANDEZ Pedro"",""https://itra.run/RunnerSpace/GUTIERREZ%20HERNANDEZ.Pedro/797963"",""https://itra.run/images/member-pics/default.jpg"",""14:03:38"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"589,""CASTRO EXPOSITO Juan Antonio"",""https://itra.run/RunnerSpace/CASTRO%20EXPOSITO.Juan%20Antonio/262517"",""https://itra.run/images/member-pics/default.jpg"",""14:04:27"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"590,""DE LA TORRE MARTINEZ Pedro Antonio"",""https://itra.run/RunnerSpace/DE%20LA%20TORRE%20MARTINEZ.Pedro%20Antonio/2168543"",""https://itra.run/images/member-pics/default.jpg"",""14:04:29"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"591,""GONZALEZ PIEDRA Jordi"",""https://itra.run/RunnerSpace/GONZALEZ%20PIEDRA.Jordi/2966797"",""https://itra.run/images/member-pics/default.jpg"",""14:04:30"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"592,""DONATE SORIANO Jose Vicente"",""https://itra.run/RunnerSpace/DONATE%20SORIANO.Jose%20Vicente/647628"",""https://itra.run/images/member-pics/default.jpg"",""14:04:52"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"593,""MAYANS BUENO Jordi"",""https://itra.run/RunnerSpace/MAYANS%20BUENO.Jordi/825898"",""https://itra.run/images/member-pics/default.jpg"",""14:05:12"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"594,""JIMENEZ SEVILLA Victor"",""https://itra.run/RunnerSpace/JIMENEZ%20SEVILLA.Victor/174938"",""https://itra.run/Files/Photos/pic82213_7329e2c6.jpg"",""14:05:29"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"595,""FERNANDEZ MACHIN Patricia"",""https://itra.run/RunnerSpace/FERNANDEZ%20MACHIN.Patricia/1152117"",""https://itra.run/Files/Photos/pic102543_edc07cad.jpg"",""14:05:36"",""32"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"596,""ARREAZA Alexis"",""https://itra.run/RunnerSpace/ARREAZA.Alexis/3059155"",""https://itra.run/images/member-pics/default.jpg"",""14:05:49"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"597,""RANCANO FERNANDEZ Jose Luis"",""https://itra.run/RunnerSpace/RANCANO%20FERNANDEZ.Jose%20Luis/1470601"",""https://itra.run/images/member-pics/default.jpg"",""14:06:03"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"598,""Nogueira Francisco"",""https://itra.run/RunnerSpace/Nogueira.Francisco/1055531"",""https://itra.run/Files/Photos/pic169453_4bcbce55.jpg"",""14:06:25"",""52"",""H"",""POR"",""https://itra.run/images/CountryFlags/pt.svg"""
"599,""JIMENEZ PEREZ Sergio"",""https://itra.run/RunnerSpace/JIMENEZ%20PEREZ.Sergio/208440"",""https://itra.run/images/member-pics/default.jpg"",""14:06:28"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"600,""BAEZ NAVARRO Anita"",""https://itra.run/RunnerSpace/BAEZ%20NAVARRO.Anita/1152129"",""https://itra.run/images/member-pics/default.jpg"",""14:06:37"",""36"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"601,""Granado Villace Hector"",""https://itra.run/RunnerSpace/Granado%20Villace.Hector/208414"",""https://itra.run/images/member-pics/default.jpg"",""14:06:43"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"602,""MARTIN MUNOZ Paco"",""https://itra.run/RunnerSpace/MARTIN%20MUNOZ.Paco/1747139"",""https://itra.run/images/member-pics/default.jpg"",""14:06:58"",""53"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"603,""GARCIA DARIAS Richard"",""https://itra.run/RunnerSpace/GARCIA%20DARIAS.Richard/1614181"",""https://itra.run/images/member-pics/default.jpg"",""14:07:55"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
