"my-table_cell__z__zN,""my-table_cell__z__zN 2"",""link_link__96ppl"",""link_link__96ppl href"",""my-table_cell__z__zN 3"",""my-table_cell__z__zN 4"",""my-table_cell__z__zN 5"""
"1214,""15:22:46"",""Macarena DE TORRES-PEREZ"",""https://utmb.world/en/runner/649148.macarena.detorresperez"",""Spain"",""women"",""35-39"""
"1215,""15:23:04"",""Alena MAKAROVA"",""https://utmb.world/en/runner/1500117.alena.makarova"",""Russia"",""women"",""35-39"""
"1216,""15:23:45"",""David GARCIA-ALVAREZ"",""https://utmb.world/en/runner/1001932.david.garciaalvarez"",""Spain"",""men"",""40-44"""
"1217,""15:23:50"",""Marcos-Antonio PEREZ-HERNANDEZ"",""https://utmb.world/en/runner/551014.marcosantonio.perezhernandez"",""Spain"",""men"",""40-44"""
"1218,""15:23:51"",""Jose-Antonio MARRERO-CHINEA"",""https://utmb.world/en/runner/375271.joseantonio.marrerochinea"",""Spain"",""men"",""45-49"""
"1219,""15:24:13"",""Toni SENDRA-SALA"",""https://utmb.world/en/runner/13848.toni.sendrasala"",""Spain"",""men"",""45-49"""
"1220,""15:24:17"",""Andres MORALES-VILAR"",""https://utmb.world/en/runner/372174.andres.moralesvilar"",""Spain"",""men"",""45-49"""
"1221,""15:24:17"",""Jose Miguel CORONEL"",""https://utmb.world/en/runner/2052517.josemiguel.coronel"",""Spain"",""men"",""40-44"""
"1222,""15:24:19"",""Jose-Carlos CUENCA-GOYA"",""https://utmb.world/en/runner/631155.josecarlos.cuencagoya"",""Spain"",""men"",""40-44"""
"1223,""15:24:23"",""Alfonso GARCIA-NAVARRO"",""https://utmb.world/en/runner/1048747.alfonso.garcianavarro"",""Spain"",""men"",""45-49"""
"1224,""15:24:24"",""Lorenzo BELLIDO CALLADO"",""https://utmb.world/en/runner/1160943.lorenzo.bellidocallado"",""Spain"",""men"",""45-49"""
"1225,""15:24:27"",""Vilma GIMENEZ CABRERA"",""https://utmb.world/en/runner/1778973.vilma.gimenezcabrera"",""Spain"",""women"",""40-44"""
"1226,""15:24:28"",""Maria-Penelope GONZALEZ-ROMERO"",""https://utmb.world/en/runner/233007.mariapenelope.gonzalezromero"",""Spain"",""women"",""45-49"""
"1227,""15:24:46"",""Rayco LOPEZ-SANTAMARIA"",""https://utmb.world/en/runner/226263.rayco.lopezsantamaria"",""Spain"",""men"",""40-44"""
"1228,""15:25:16"",""Julián  Enrique GONZÁLEZ RODRÍGUEZ"",""https://utmb.world/en/runner/12126.julianenrique.gonzalezrodriguez"",""Spain"",""men"",""35-39"""
"1229,""15:25:55"",""Sascha DIETER"",""https://utmb.world/en/runner/671944.sascha.dieter"",""Germany"",""men"",""40-44"""
"1230,""15:26:51"",""Christoph HOLZAPFEL"",""https://utmb.world/en/runner/25639.christoph.holzapfel"",""Germany"",""men"",""55-59"""
"1231,""15:27:21"",""Dietmar WALTER"",""https://utmb.world/en/runner/45201.dietmar.walter"",""Germany"",""men"",""55-59"""
"1232,""15:27:41"",""Ginevra FAVOLE"",""https://utmb.world/en/runner/1262283.ginevra.favole"",""Italy"",""women"",""20-34"""
"1233,""15:27:41"",""Pablo MARTINEZ SOBRINO"",""https://utmb.world/en/runner/995277.pablo.martinezsobrino"",""Spain"",""men"",""35-39"""
"1234,""15:27:54"",""Jesús REYES-MARTÍNEZ"",""https://utmb.world/en/runner/412093.jesus.reyesmartinez"",""Spain"",""men"",""40-44"""
"1235,""15:28:50"",""Owen WILSON"",""https://utmb.world/en/runner/1774405.owen.wilson"",""United Kingdom"",""men"",""40-44"""
"1236,""15:29:21"",""Joerg DEMPEWOLF"",""https://utmb.world/en/runner/2052523.joerg.dempewolf"",""Spain"",""men"",""45-49"""
"1237,""15:29:32"",""Juan BRAVO-JORGE"",""https://utmb.world/en/runner/234938.juan.bravojorge"",""Spain"",""men"",""40-44"""
"1238,""15:31:02"",""Francesca BILLI"",""https://utmb.world/en/runner/290836.francesca.billi"",""Italy"",""women"",""40-44"""
"1239,""15:32:03"",""Lysiane BOURGEOIS"",""https://utmb.world/en/runner/328263.lysiane.bourgeois"",""France"",""women"",""20-34"""
"1240,""15:32:17"",""Domingo DE SAN-EUSEBIO-HERNANDEZ"",""https://utmb.world/en/runner/620487.domingo.desaneusebiohernandez"",""Spain"",""men"",""50-54"""
"1241,""15:32:17"",""Núria MAGDALENA-RODRIGUEZ"",""https://utmb.world/en/runner/620514.nuria.magdalenarodriguez"",""Spain"",""women"",""40-44"""
"1242,""15:32:40"",""Alberto DAVOLI"",""https://utmb.world/en/runner/946253.alberto.davoli"",""Italy"",""men"",""40-44"""
"1243,""15:32:41"",""Francesco VACONDIO"",""https://utmb.world/en/runner/946255.francesco.vacondio"",""Italy"",""men"",""35-39"""
"1244,""15:32:42"",""Alastair MACCOLL"",""https://utmb.world/en/runner/512827.alastair.maccoll"",""United Kingdom"",""men"",""50-54"""
"1245,""15:33:02"",""Richard PIGOTT"",""https://utmb.world/en/runner/2052525.richard.pigott"",""Spain"",""men"",""45-49"""
"1246,""15:34:15"",""Julio Alberto MARTIN SANCHEZ"",""https://utmb.world/en/runner/2052527.julioalberto.martinsanchez"",""Spain"",""men"",""50-54"""
"1247,""15:34:20"",""Alejandro DE PAZ-PEREZ"",""https://utmb.world/en/runner/226176.alejandro.depazperez"",""Spain"",""men"",""20-34"""
"1248,""15:34:23"",""Edgar-M ROQUÉ-DELGADO"",""https://utmb.world/en/runner/1001938.edgarm.roquedelgado"",""Spain"",""men"",""20-34"""
"1249,""15:34:34"",""Maria HANSEN"",""https://utmb.world/en/runner/527483.maria.hansen"",""Denmark"",""women"",""40-44"""
"1250,""15:34:49"",""Sonia LEON-GONZALEZ"",""https://utmb.world/en/runner/272727.sonia.leongonzalez"",""Spain"",""women"",""40-44"""
"1251,""15:37:14"",""Eduardo CAÑETE TORRELO"",""https://utmb.world/en/runner/2052531.eduardo.canetetorrelo"",""Spain"",""men"",""20-34"""
"1252,""15:37:35"",""Leandro RIVEIRO CANEDO"",""https://utmb.world/en/runner/1422101.leandro.riveirocanedo"",""Spain"",""men"",""50-54"""
"1253,""15:37:36"",""Pastora VÁZQUEZ HERNÁNDEZ"",""https://utmb.world/en/runner/1775807.pastora.vazquezhernandez"",""Spain"",""women"",""45-49"""
"1254,""15:37:39"",""Vanessa PARDO PENA"",""https://utmb.world/en/runner/1775823.vanessa.pardopena"",""Spain"",""women"",""45-49"""
"1255,""15:37:39"",""Edu SEOANE"",""https://utmb.world/en/runner/923051.edu.seoane"",""Spain"",""men"",""40-44"""
"1256,""15:38:48"",""Jesus-Antonio SAN MARTIN-GAGO"",""https://utmb.world/en/runner/262498.jesusantonio.sanmartingago"",""Spain"",""men"",""50-54"""
"1257,""15:38:49"",""M. Alexis LEON PEREZ"",""https://utmb.world/en/runner/2052533.m-alexis.leonperez"",""Spain"",""men"",""45-49"""
"1258,""15:38:55"",""Irati TAPIA GONZALEZ"",""https://utmb.world/en/runner/1540483.irati.tapiagonzalez"",""Spain"",""women"",""20-34"""
"1259,""15:38:56"",""David RUIZ-LUNA"",""https://utmb.world/en/runner/1094403.david.ruizluna"",""Spain"",""men"",""45-49"""
"1260,""15:39:16"",""Gerard DAVIDSON"",""https://utmb.world/en/runner/737509.gerard.davidson"",""United Kingdom"",""men"",""45-49"""
"1261,""15:39:20"",""Robert GORMAN"",""https://utmb.world/en/runner/572904.robert.gorman"",""United Kingdom"",""men"",""45-49"""
"1262,""15:40:21"",""Andres Maria LEKUE GURRUCHAGA"",""https://utmb.world/en/runner/2052535.andresmaria.lekuegurruchaga"",""Spain"",""men"",""60-64"""
"1263,""15:40:22"",""Catalina-Clara MORA-RODRIGUEZ"",""https://utmb.world/en/runner/262528.catalinaclara.morarodriguez"",""Spain"",""women"",""50-54"""
"1264,""15:40:44"",""Maria GARCIA-SALGUERO"",""https://utmb.world/en/runner/452255.maria.garciasalguero"",""Spain"",""women"",""50-54"""
"1265,""15:40:45"",""Ramón MARTÍN RODRÍGUEZ"",""https://utmb.world/en/runner/1348445.ramon.martinrodriguez"",""Spain"",""men"",""50-54"""
"1266,""15:40:52"",""Andres-Manuel CAPOTE-PERERA"",""https://utmb.world/en/runner/771349.andresmanuel.capoteperera"",""Spain"",""men"",""50-54"""
"1267,""15:40:58"",""Miguel A SANTOS GONZALEZ"",""https://utmb.world/en/runner/1359653.miguela.santosgonzalez"",""Spain"",""men"",""45-49"""
"1268,""15:42:36"",""Dariusz KOCIEMBA"",""https://utmb.world/en/runner/813699.dariusz.kociemba"",""Poland"",""men"",""40-44"""
"1269,""15:42:37"",""Maciej SLEZIAK"",""https://utmb.world/en/runner/199584.maciej.sleziak"",""Poland"",""men"",""20-34"""
"1270,""15:44:11"",""Juan-Ignacio SANTANA-DOMÍNGUEZ"",""https://utmb.world/en/runner/1312911.juanignacio.santanadominguez"",""Spain"",""men"",""55-59"""
"1271,""15:44:17"",""Maria Begoña DIAZ ACOSTA"",""https://utmb.world/en/runner/1422653.mariabegona.diazacosta"",""Spain"",""women"",""40-44"""
"1272,""15:44:46"",""Anonymous"",""https://utmb.world/en/runner/null"",""Spain"",""men"",""35-39"""
"1273,""15:45:12"",""Carlos Javier RODRIGUEZ LOPEZ"",""https://utmb.world/en/runner/2052539.carlosjavier.rodriguezlopez"",""Spain"",""men"",""40-44"""
"1274,""15:45:14"",""Dani HIDALGO-GARCIA"",""https://utmb.world/en/runner/620605.dani.hidalgogarcia"",""Spain"",""men"",""20-34"""
"1275,""15:45:14"",""Séverine BERTIN"",""https://utmb.world/en/runner/1180541.severine.bertin"",""France"",""women"",""40-44"""
"1276,""15:45:45"",""Juan-Alberto HDEZ-CABEZA"",""https://utmb.world/en/runner/1002045.juanalberto.hdezcabeza"",""Spain"",""men"",""40-44"""
"1277,""15:45:48"",""Fernando ORDÓÑEZ CANO"",""https://utmb.world/en/runner/1614227.fernando.ordonezcano"",""Spain"",""men"",""55-59"""
"1278,""15:46:40"",""Miguel Angel GONZALEZ"",""https://utmb.world/en/runner/375402.miguelangel.gonzalez"",""Spain"",""men"",""40-44"""
"1279,""15:47:12"",""Jose FERNANDEZ-MARTOS"",""https://utmb.world/en/runner/1021777.jose.fernandezmartos"",""Spain"",""men"",""55-59"""
"1280,""15:47:34"",""Javier GONZALEZ-CORREA"",""https://utmb.world/en/runner/631043.javier.gonzalezcorrea"",""Spain"",""men"",""45-49"""
"1281,""15:47:56"",""Alberto-Renato GENISIO"",""https://utmb.world/en/runner/11316.albertorenato.genisio"",""Italy"",""men"",""45-49"""
"1282,""15:47:57"",""Roberto NEGRI"",""https://utmb.world/en/runner/57622.roberto.negri"",""Italy"",""men"",""45-49"""
"1283,""15:48:37"",""Julia GRAFFENBERGER"",""https://utmb.world/en/runner/675026.julia.graffenberger"",""Germany"",""women"",""35-39"""
"1284,""15:49:19"",""Franck VEREZ"",""https://utmb.world/en/runner/58723.franck.verez"",""Australia"",""men"",""50-54"""
"1285,""15:49:28"",""Valerie STAMM"",""https://utmb.world/en/runner/1348527.valerie.stamm"",""Switzerland"",""women"",""55-59"""
"1286,""15:49:34"",""Marc CRUSET"",""https://utmb.world/en/runner/522969.marc.cruset"",""Spain"",""men"",""35-39"""
"1287,""15:49:37"",""Alex CLEMENTE"",""https://utmb.world/en/runner/522951.alex.clemente"",""Spain"",""men"",""40-44"""
"1288,""15:50:09"",""Jose Ramon ROMERO CAMPOS"",""https://utmb.world/en/runner/1352927.joseramon.romerocampos"",""Spain"",""men"",""45-49"""
"1289,""15:50:10"",""Juan-Manuel CRUZ-HERNANDEZ"",""https://utmb.world/en/runner/200307.juanmanuel.cruzhernandez"",""Spain"",""men"",""50-54"""
"1290,""15:50:18"",""Julian BLAZQUEZ MORENO"",""https://utmb.world/en/runner/677759.julian.blazquezmoreno"",""Spain"",""men"",""55-59"""
"1291,""15:50:27"",""Jose Manuel MORENO BARROCAL"",""https://utmb.world/en/runner/1739759.josemanuel.morenobarrocal"",""Spain"",""men"",""40-44"""
"1292,""15:50:41"",""Carlos FERNANDEZ-ORTEGA"",""https://utmb.world/en/runner/995301.carlos.fernandezortega"",""Spain"",""men"",""20-34"""
"1293,""15:50:53"",""Juan-Diego CLAVIJO-GARCIA"",""https://utmb.world/en/runner/224575.juandiego.clavijogarcia"",""Spain"",""men"",""40-44"""
"1294,""15:51:56"",""Juan ANTOLI"",""https://utmb.world/en/runner/898099.juan.antoli"",""Spain"",""men"",""40-44"""
"1295,""15:52:21"",""Hacomar RODRÍGUEZ RIVAS"",""https://utmb.world/en/runner/1699085.hacomar.rodriguezrivas"",""Spain"",""men"",""35-39"""
"1296,""15:53:58"",""Frank TORRES"",""https://utmb.world/en/runner/565354.frank.torres"",""Spain"",""men"",""45-49"""
"1297,""15:54:34"",""Jesús PEÑA-GUTIÉRREZ"",""https://utmb.world/en/runner/980043.jesus.penagutierrez"",""Spain"",""men"",""40-44"""
"1298,""15:55:28"",""Javier FERNANDEZ VALDES"",""https://utmb.world/en/runner/880067.javier.fernandezvaldes"",""Spain"",""men"",""40-44"""
"1299,""15:55:29"",""Phelipe EIZAGUIRRE"",""https://utmb.world/en/runner/1422121.phelipe.eizaguirre"",""Spain"",""men"",""40-44"""
"1300,""15:55:39"",""Miguel-Ângel NERIS-HERNÂNDEZ"",""https://utmb.world/en/runner/925309.miguelangel.nerishernandez"",""Spain"",""men"",""40-44"""
"1301,""15:55:54"",""Jose Eduardo RUBIO GOMEZ"",""https://utmb.world/en/runner/841978.joseeduardo.rubiogomez"",""Mexico"",""men"",""50-54"""
"1302,""15:56:00"",""Robert ALLISON"",""https://utmb.world/en/runner/76041.robert.allison"",""United Kingdom"",""men"",""60-64"""
"1303,""15:56:17"",""Eduardo FERNANDEZ VERSTEEG"",""https://utmb.world/en/runner/1242393.eduardo.fernandezversteeg"",""Spain"",""men"",""40-44"""
"1304,""15:56:18"",""Detlef TROJAN"",""https://utmb.world/en/runner/66698.detlef.trojan"",""Germany"",""men"",""55-59"""
"1305,""15:56:19"",""Sabine MASCHKE"",""https://utmb.world/en/runner/66541.sabine.maschke"",""Germany"",""women"",""45-49"""
"1306,""15:56:37"",""Alfredo PASTOR VALLE"",""https://utmb.world/en/runner/1014485.alfredo.pastorvalle"",""Spain"",""men"",""60-64"""
"1307,""15:56:37"",""Israel ADSUAR-SABATER"",""https://utmb.world/en/runner/1145613.israel.adsuarsabater"",""Spain"",""men"",""40-44"""
"1308,""15:57:12"",""Bruno FERNANDEZ"",""https://utmb.world/en/runner/372471.bruno.fernandez"",""Spain"",""men"",""35-39"""
"1309,""15:57:36"",""Ángel BÁEZ ÁLVAREZ (Angel BAEZ ALVAREZ)"",""https://utmb.world/en/runner/1422125.angel.baezalvarez"",""Spain"",""men"",""40-44"""
"1310,""15:57:46"",""Freddy BRICAUD"",""https://utmb.world/en/runner/475652.freddy.bricaud"",""France"",""men"",""45-49"""
"1311,""15:57:53"",""Mathieu LEYRE"",""https://utmb.world/en/runner/295718.mathieu.leyre"",""France"",""men"",""20-34"""
"1312,""15:58:21"",""John Marius HEGSETH"",""https://utmb.world/en/runner/1356517.johnmarius.hegseth"",""Norway"",""men"",""20-34"""
"1313,""15:58:30"",""Michiel KOOPMAN"",""https://utmb.world/en/runner/838406.michiel.koopman"",""Netherlands"",""men"",""20-34"""
"1314,""15:58:31"",""Antonio ROMERO TORTOSA"",""https://utmb.world/en/runner/1749631.antonio.romerotortosa"",""Spain"",""men"",""35-39"""
"1315,""15:58:37"",""Francesc COMPANY-VENDRELL"",""https://utmb.world/en/runner/1101571.francesc.companyvendrell"",""Spain"",""men"",""20-34"""
"1316,""15:58:53"",""Jose-Miguel GONZALEZ-MERIDA"",""https://utmb.world/en/runner/388207.josemiguel.gonzalezmerida"",""Spain"",""men"",""40-44"""
"1317,""15:59:37"",""Juan-Manuel GIL ROMERO"",""https://utmb.world/en/runner/423067.juanmanuel.gilromero"",""Spain"",""men"",""40-44"""
"1318,""16:00:18"",""Rocio ANDRADA-VELASCO"",""https://utmb.world/en/runner/631086.rocio.andradavelasco"",""Spain"",""women"",""45-49"""
"1319,""16:00:18"",""Manuel SANTOS-MONTIANO"",""https://utmb.world/en/runner/631060.manuel.santosmontiano"",""Spain"",""men"",""50-54"""
"1320,""16:00:27"",""Jaume BROS"",""https://utmb.world/en/runner/2052541.jaume.bros"",""Spain"",""men"",""45-49"""
"1321,""16:00:29"",""Marcos PANTOJA-RUIZ"",""https://utmb.world/en/runner/523548.marcos.pantojaruiz"",""Spain"",""men"",""40-44"""
"1322,""16:00:35"",""Bárbara Maria REYES JIMENEZ"",""https://utmb.world/en/runner/2052543.barbaramaria.reyesjimenez"",""Spain"",""women"",""50-54"""
"1323,""16:00:58"",""Alberto DOMINGO-GARCIA"",""https://utmb.world/en/runner/126451.alberto.domingogarcia"",""Spain"",""men"",""45-49"""
"1324,""16:00:58"",""Felipe DOMINGO"",""https://utmb.world/en/runner/126452.felipe.domingo"",""Spain"",""men"",""40-44"""
"1325,""16:01:19"",""Albert VELASCO-MORENO"",""https://utmb.world/en/runner/212521.albert.velascomoreno"",""Spain"",""men"",""45-49"""
"1326,""16:01:23"",""Luis MEDEROS-TORRES"",""https://utmb.world/en/runner/272746.luis.mederostorres"",""Spain"",""men"",""40-44"""
"1327,""16:01:30"",""Adrián TARJUELO PÉREZ"",""https://utmb.world/en/runner/2052545.adrian.tarjueloperez"",""Spain"",""men"",""35-39"""
"1328,""16:02:19"",""Emilio-Jose HERNANDEZ-DOMINGUEZ"",""https://utmb.world/en/runner/263150.emiliojose.hernandezdominguez"",""Spain"",""men"",""40-44"""
"1329,""16:02:20"",""Mariluz HERNÁNDEZ-DOMINGUEZ"",""https://utmb.world/en/runner/702171.mariluz.hernandezdominguez"",""Spain"",""women"",""40-44"""
"1330,""16:02:30"",""Oscar-Ramon ROBAYNA-DELGADO"",""https://utmb.world/en/runner/636061.oscarramon.robaynadelgado"",""Spain"",""men"",""45-49"""
"1331,""16:03:16"",""Stephan EDER"",""https://utmb.world/en/runner/56245.stephan.eder"",""Germany"",""men"",""50-54"""
"1332,""16:03:54"",""Carlos VELAYOS"",""https://utmb.world/en/runner/491306.carlos.velayos"",""Spain"",""men"",""45-49"""
"1333,""16:04:11"",""Manuel-Francisco MESA-ESCOBAR"",""https://utmb.world/en/runner/12158.manuelfrancisco.mesaescobar"",""Spain"",""men"",""45-49"""
"1334,""16:05:10"",""Javier ESTEVEZ"",""https://utmb.world/en/runner/394524.javier.estevez"",""Spain"",""men"",""40-44"""
"1335,""16:05:10"",""Jorge ALONSO CASUSCELLI"",""https://utmb.world/en/runner/1681683.jorge.alonsocasuscelli"",""Spain"",""men"",""60-64"""
"1336,""16:05:59"",""Françoise DUCROCQ"",""https://utmb.world/en/runner/1308.francoise.ducrocq"",""France"",""women"",""50-54"""
"1337,""16:06:45"",""Miguel Angel RODRIGUEZ"",""https://utmb.world/en/runner/2052547.miguelangel.rodriguez"",""Spain"",""men"",""50-54"""
"1338,""16:06:52"",""Fredi VIÑALS-TORRELLA"",""https://utmb.world/en/runner/522837.fredi.vinalstorrella"",""Spain"",""men"",""55-59"""
"1339,""16:07:00"",""Damian PEREZ CURBELO"",""https://utmb.world/en/runner/452347.damian.perezcurbelo"",""Spain"",""men"",""50-54"""
"1340,""16:07:33"",""Yon Ander TOLEDO SARALEGUI"",""https://utmb.world/en/runner/2052551.yonander.toledosaralegui"",""Spain"",""men"",""45-49"""
"1341,""16:07:48"",""Walter MIRANDA"",""https://utmb.world/en/runner/1682011.walter.miranda"",""El Salvador"",""men"",""40-44"""
"1342,""16:07:55"",""Tino GÜNTHER"",""https://utmb.world/en/runner/475825.tino.gunther"",""Germany"",""men"",""45-49"""
"1343,""16:09:00"",""Juan Carlos GUTIERREZ MENDEZ"",""https://utmb.world/en/runner/1422177.juancarlos.gutierrezmendez"",""Spain"",""men"",""40-44"""
"1344,""16:09:00"",""Alfonso BELLIDO-GONZALEZ"",""https://utmb.world/en/runner/272985.alfonso.bellidogonzalez"",""Spain"",""men"",""45-49"""
"1345,""16:09:45"",""Jesus-Salvador MARTIN-TORRES"",""https://utmb.world/en/runner/12138.jesussalvador.martintorres"",""Spain"",""men"",""50-54"""
"1346,""16:10:40"",""Karl-Heinz DIETERLE"",""https://utmb.world/en/runner/63423.karlheinz.dieterle"",""Germany"",""men"",""60-64"""
"1347,""16:12:56"",""Thorsten WAND"",""https://utmb.world/en/runner/1008467.thorsten.wand"",""Germany"",""men"",""40-44"""
"1348,""16:13:26"",""Juan-De_dios JIMENEZ-MARTIN"",""https://utmb.world/en/runner/126951.juandedios.jimenezmartin"",""Spain"",""men"",""60-64"""
"1349,""16:13:27"",""Víctor-José SÁNCHEZ-RUIZ"",""https://utmb.world/en/runner/731030.victorjose.sanchezruiz"",""Spain"",""men"",""35-39"""
"1350,""16:14:14"",""Anna JURKIEWICZ"",""https://utmb.world/en/runner/751681.anna.jurkiewicz"",""United Kingdom"",""women"",""40-44"""
"1351,""16:16:33"",""Julie GRAHAM"",""https://utmb.world/en/runner/81910.julie.graham"",""United Kingdom"",""women"",""55-59"""
"1352,""16:18:20"",""Herman HIDAJAT"",""https://utmb.world/en/runner/1537713.herman.hidajat"",""Germany"",""men"",""40-44"""
"1353,""16:18:21"",""Arthur PODKOCKI"",""https://utmb.world/en/runner/2052555.arthur.podkocki"",""Spain"",""men"",""35-39"""
"1354,""16:22:16"",""Toni SANCHEZ-MARGAIX"",""https://utmb.world/en/runner/696068.toni.sanchezmargaix"",""Spain"",""men"",""20-34"""
"1355,""16:22:16"",""Llorenç MARGAIX DÍEZ"",""https://utmb.world/en/runner/1563151.llorenc.margaixdiez"",""Spain"",""men"",""20-34"""
"1356,""16:22:57"",""Patrice DUCROCQ"",""https://utmb.world/en/runner/1309.patrice.ducrocq"",""France"",""men"",""55-59"""
"1357,""16:29:29"",""Antonio PEREZ-BARROSO"",""https://utmb.world/en/runner/262648.antonio.perezbarroso"",""Spain"",""men"",""50-54"""
"1358,""16:29:30"",""Pedro-Manuel BELLO-GARCIA"",""https://utmb.world/en/runner/226147.pedromanuel.bellogarcia"",""Spain"",""men"",""45-49"""
"1359,""16:29:31"",""Javier-Jesus MONTESINO-ACOSTA"",""https://utmb.world/en/runner/463309.javierjesus.montesinoacosta"",""Spain"",""men"",""40-44"""
"1360,""16:30:13"",""Paul SPRIGGS"",""https://utmb.world/en/runner/2052557.paul.spriggs"",""Spain"",""men"",""50-54"""
"1361,""16:32:28"",""Carlos DOMÍNGUEZ-QUINTANA"",""https://utmb.world/en/runner/832707.carlos.dominguezquintana"",""Spain"",""men"",""45-49"""
"1362,""16:32:28"",""Fernando Nicolás CHIRINO RODRÍGUEZ"",""https://utmb.world/en/runner/1891267.fernandonicolas.chirinorodriguez"",""Spain"",""men"",""50-54"""
"1363,""16:36:12"",""Agata KASPRZYK"",""https://utmb.world/en/runner/1002190.agata.kasprzyk"",""Poland"",""women"",""20-34"""
"1364,""16:36:12"",""Andrew EASTMENT"",""https://utmb.world/en/runner/1674283.andrew.eastment"",""United Kingdom"",""men"",""55-59"""
"1365,""16:38:35"",""Argimiro COLLADO SERRA"",""https://utmb.world/en/runner/1742285.argimiro.colladoserra"",""Spain"",""men"",""45-49"""
